# m,p,t,C_l
4.285714285714285754e-02,2.428571428571428548e-01,2.371428571428571275e-01,1.814075186848640442e-02
4.285714285714285754e-02,2.428571428571428548e-01,2.914285714285714257e-01,2.178536914288997650e-02
4.285714285714285754e-02,2.428571428571428548e-01,3.457142857142857517e-01,2.513274364173412323e-02
4.285714285714285754e-02,2.428571428571428548e-01,4.000000000000000222e-01,2.864338457584381104e-02
4.285714285714285754e-02,3.142857142857142794e-01,2.000000000000000042e-02,1.820261706598103046e-03
4.285714285714285754e-02,3.142857142857142794e-01,7.428571428571428825e-02,2.557437866926193237e-02
4.285714285714285754e-02,3.142857142857142794e-01,1.285714285714285587e-01,2.801991812884807587e-02
4.285714285714285754e-02,3.142857142857142794e-01,1.828571428571428570e-01,1.425249502062797546e-02
4.285714285714285754e-02,3.142857142857142794e-01,2.371428571428571275e-01,1.789427362382411957e-02
4.285714285714285754e-02,3.142857142857142794e-01,2.914285714285714257e-01,2.034865878522396088e-02
4.285714285714285754e-02,3.142857142857142794e-01,3.457142857142857517e-01,2.431064099073410034e-02
4.285714285714285754e-02,3.142857142857142794e-01,4.000000000000000222e-01,2.748136222362518311e-02
4.285714285714285754e-02,3.857142857142856762e-01,2.000000000000000042e-02,-1.284584775567054749e-02
4.285714285714285754e-02,3.857142857142856762e-01,7.428571428571428825e-02,2.725155837833881378e-02
4.285714285714285754e-02,3.857142857142856762e-01,1.285714285714285587e-01,2.316431887447834015e-02
4.285714285714285754e-02,3.857142857142856762e-01,1.828571428571428570e-01,1.398389972746372223e-02
4.285714285714285754e-02,3.857142857142856762e-01,2.371428571428571275e-01,1.677495799958705902e-02
4.285714285714285754e-02,3.857142857142856762e-01,2.914285714285714257e-01,2.036728709936141968e-02
4.285714285714285754e-02,3.857142857142856762e-01,3.457142857142857517e-01,2.285097725689411163e-02
4.285714285714285754e-02,3.857142857142856762e-01,4.000000000000000222e-01,2.690738067030906677e-02
4.285714285714285754e-02,4.571428571428570731e-01,2.000000000000000042e-02,-2.757485723122954369e-03
4.285714285714285754e-02,4.571428571428570731e-01,7.428571428571428825e-02,3.051282092928886414e-02
4.285714285714285754e-02,4.571428571428570731e-01,1.285714285714285587e-01,1.868588663637638092e-02
4.285714285714285754e-02,4.571428571428570731e-01,1.828571428571428570e-01,1.386233419179916382e-02
4.285714285714285754e-02,4.571428571428570731e-01,2.371428571428571275e-01,1.626109704375267029e-02
4.285714285714285754e-02,4.571428571428570731e-01,2.914285714285714257e-01,1.941140368580818176e-02
4.285714285714285754e-02,4.571428571428570731e-01,3.457142857142857517e-01,2.279931679368019104e-02
4.285714285714285754e-02,4.571428571428570731e-01,4.000000000000000222e-01,2.536998316645622253e-02
4.285714285714285754e-02,5.285714285714285809e-01,2.000000000000000042e-02,-1.159024611115455627e-01
4.285714285714285754e-02,5.285714285714285809e-01,7.428571428571428825e-02,3.961379826068878174e-02
4.285714285714285754e-02,5.285714285714285809e-01,1.285714285714285587e-01,1.236234419047832489e-02
4.285714285714285754e-02,5.285714285714285809e-01,1.828571428571428570e-01,1.311381533741950989e-02
4.285714285714285754e-02,5.285714285714285809e-01,2.371428571428571275e-01,1.562969572842121124e-02
4.285714285714285754e-02,5.285714285714285809e-01,2.914285714285714257e-01,1.822734437882900238e-02
4.285714285714285754e-02,5.285714285714285809e-01,3.457142857142857517e-01,2.211475558578968048e-02
4.285714285714285754e-02,5.285714285714285809e-01,4.000000000000000222e-01,2.528296597301959991e-02
4.285714285714285754e-02,5.999999999999999778e-01,2.000000000000000042e-02,2.276134788990020752e-01
4.285714285714285754e-02,5.999999999999999778e-01,7.428571428571428825e-02,2.054780125617980957e-01
4.285714285714285754e-02,5.999999999999999778e-01,1.285714285714285587e-01,3.174539189785718918e-03
4.285714285714285754e-02,5.999999999999999778e-01,1.828571428571428570e-01,1.323235500603914261e-02
4.285714285714285754e-02,5.999999999999999778e-01,2.371428571428571275e-01,1.558902114629745483e-02
4.285714285714285754e-02,5.999999999999999778e-01,2.914285714285714257e-01,1.744186505675315857e-02
4.285714285714285754e-02,5.999999999999999778e-01,3.457142857142857517e-01,2.082045935094356537e-02
4.285714285714285754e-02,5.999999999999999778e-01,4.000000000000000222e-01,2.477888390421867371e-02
5.428571428571428437e-02,1.000000000000000056e-01,2.000000000000000042e-02,-1.589718647301197052e-02
5.428571428571428437e-02,1.000000000000000056e-01,7.428571428571428825e-02,1.935221627354621887e-02
5.428571428571428437e-02,1.000000000000000056e-01,1.285714285714285587e-01,-4.888384719379246235e-04
5.428571428571428437e-02,1.000000000000000056e-01,1.828571428571428570e-01,1.258855219930410385e-02
5.428571428571428437e-02,1.000000000000000056e-01,2.371428571428571275e-01,1.588385924696922302e-02
5.428571428571428437e-02,1.000000000000000056e-01,2.914285714285714257e-01,2.781021967530250549e-02
5.428571428571428437e-02,1.000000000000000056e-01,3.457142857142857517e-01,4.033320397138595581e-02
5.428571428571428437e-02,1.000000000000000056e-01,4.000000000000000222e-01,5.631977319717407227e-02
5.428571428571428437e-02,1.714285714285714302e-01,2.000000000000000042e-02,1.378150880336761475e-01
5.428571428571428437e-02,1.714285714285714302e-01,7.428571428571428825e-02,2.109132520854473114e-02
5.428571428571428437e-02,1.714285714285714302e-01,1.285714285714285587e-01,-2.862105518579483032e-02
5.428571428571428437e-02,1.714285714285714302e-01,1.828571428571428570e-01,1.407408248633146286e-02
5.428571428571428437e-02,1.714285714285714302e-01,2.371428571428571275e-01,1.795971952378749847e-02
5.428571428571428437e-02,1.714285714285714302e-01,2.914285714285714257e-01,2.209853194653987885e-02
5.428571428571428437e-02,1.714285714285714302e-01,3.457142857142857517e-01,2.621158957481384277e-02
5.428571428571428437e-02,1.714285714285714302e-01,4.000000000000000222e-01,3.124204091727733612e-02
5.428571428571428437e-02,2.428571428571428548e-01,2.000000000000000042e-02,2.267181174829602242e-03
5.428571428571428437e-02,2.428571428571428548e-01,7.428571428571428825e-02,2.326144650578498840e-02
5.428571428571428437e-02,2.428571428571428548e-01,1.285714285714285587e-01,4.134765267372131348e-02
5.428571428571428437e-02,2.428571428571428548e-01,1.828571428571428570e-01,1.378908473998308182e-02
5.428571428571428437e-02,2.428571428571428548e-01,2.371428571428571275e-01,1.735526509582996368e-02
5.428571428571428437e-02,2.428571428571428548e-01,2.914285714285714257e-01,2.093419805169105530e-02
5.428571428571428437e-02,2.428571428571428548e-01,3.457142857142857517e-01,2.430175431072711945e-02
5.428571428571428437e-02,2.428571428571428548e-01,4.000000000000000222e-01,2.824051491916179657e-02
5.428571428571428437e-02,3.142857142857142794e-01,2.000000000000000042e-02,-5.419889930635690689e-03
5.428571428571428437e-02,3.142857142857142794e-01,7.428571428571428825e-02,2.604479528963565826e-02
5.428571428571428437e-02,3.142857142857142794e-01,1.285714285714285587e-01,2.167854644358158112e-02
5.428571428571428437e-02,3.142857142857142794e-01,1.828571428571428570e-01,1.410161424428224564e-02
5.428571428571428437e-02,3.142857142857142794e-01,2.371428571428571275e-01,1.667134091258049011e-02
5.428571428571428437e-02,3.142857142857142794e-01,2.914285714285714257e-01,2.016198635101318359e-02
5.428571428571428437e-02,3.142857142857142794e-01,3.457142857142857517e-01,2.380037121474742889e-02
5.428571428571428437e-02,3.142857142857142794e-01,4.000000000000000222e-01,2.702665887773036957e-02
5.428571428571428437e-02,3.857142857142856762e-01,2.000000000000000042e-02,3.321272879838943481e-02
5.428571428571428437e-02,3.857142857142856762e-01,7.428571428571428825e-02,3.175020590424537659e-02
5.428571428571428437e-02,3.857142857142856762e-01,1.285714285714285587e-01,1.429124921560287476e-02
5.428571428571428437e-02,3.857142857142856762e-01,1.828571428571428570e-01,1.357891596853733063e-02
5.428571428571428437e-02,3.857142857142856762e-01,2.371428571428571275e-01,1.684943586587905884e-02
5.428571428571428437e-02,3.857142857142856762e-01,2.914285714285714257e-01,1.960538141429424286e-02
5.428571428571428437e-02,3.857142857142856762e-01,3.457142857142857517e-01,2.301344648003578186e-02
5.428571428571428437e-02,3.857142857142856762e-01,4.000000000000000222e-01,2.658239565789699554e-02
5.428571428571428437e-02,4.571428571428570731e-01,2.000000000000000042e-02,8.098252117633819580e-02
5.428571428571428437e-02,4.571428571428570731e-01,7.428571428571428825e-02,4.917522147297859192e-02
5.428571428571428437e-02,4.571428571428570731e-01,1.285714285714285587e-01,7.009005174040794373e-03
5.428571428571428437e-02,4.571428571428570731e-01,1.828571428571428570e-01,1.373208966106176376e-02
5.428571428571428437e-02,4.571428571428570731e-01,2.371428571428571275e-01,1.646048016846179962e-02
5.428571428571428437e-02,4.571428571428570731e-01,2.914285714285714257e-01,1.933610439300537109e-02
5.428571428571428437e-02,4.571428571428570731e-01,3.457142857142857517e-01,2.265671081840991974e-02
5.428571428571428437e-02,4.571428571428570731e-01,4.000000000000000222e-01,2.571942470967769623e-02
5.428571428571428437e-02,5.285714285714285809e-01,2.000000000000000042e-02,1.751258969306945801e-02
5.428571428571428437e-02,5.285714285714285809e-01,7.428571428571428825e-02,2.895494997501373291e-01
5.428571428571428437e-02,5.285714285714285809e-01,1.285714285714285587e-01,-2.656308002769947052e-03
5.428571428571428437e-02,5.285714285714285809e-01,1.828571428571428570e-01,1.424891222268342972e-02
5.428571428571428437e-02,5.285714285714285809e-01,2.371428571428571275e-01,1.557149272412061691e-02
5.428571428571428437e-02,5.285714285714285809e-01,2.914285714285714257e-01,1.894407905638217926e-02
5.428571428571428437e-02,5.285714285714285809e-01,3.457142857142857517e-01,2.152661979198455811e-02
5.428571428571428437e-02,5.285714285714285809e-01,4.000000000000000222e-01,2.551194652915000916e-02
5.428571428571428437e-02,5.999999999999999778e-01,2.000000000000000042e-02,5.178461316972970963e-03
5.428571428571428437e-02,5.999999999999999778e-01,7.428571428571428825e-02,-5.101555958390235901e-02
5.428571428571428437e-02,5.999999999999999778e-01,1.285714285714285587e-01,-1.845835521817207336e-02
5.428571428571428437e-02,5.999999999999999778e-01,1.828571428571428570e-01,1.563485898077487946e-02
5.428571428571428437e-02,5.999999999999999778e-01,2.371428571428571275e-01,1.520927064120769501e-02
5.428571428571428437e-02,5.999999999999999778e-01,2.914285714285714257e-01,1.810691878199577332e-02
5.428571428571428437e-02,5.999999999999999778e-01,3.457142857142857517e-01,2.137618325650691986e-02
5.428571428571428437e-02,5.999999999999999778e-01,4.000000000000000222e-01,2.432628534734249115e-02
6.571428571428571119e-02,1.000000000000000056e-01,2.000000000000000042e-02,1.419185753911733627e-02
6.571428571428571119e-02,1.000000000000000056e-01,7.428571428571428825e-02,1.539398916065692902e-02
6.571428571428571119e-02,1.000000000000000056e-01,1.285714285714285587e-01,-3.711170051246881485e-03
6.571428571428571119e-02,1.000000000000000056e-01,1.828571428571428570e-01,1.004115492105484009e-02
6.571428571428571119e-02,1.000000000000000056e-01,2.371428571428571275e-01,1.901264302432537079e-02
6.571428571428571119e-02,1.000000000000000056e-01,2.914285714285714257e-01,2.954719774425029755e-02
6.571428571428571119e-02,1.000000000000000056e-01,3.457142857142857517e-01,4.215987399220466614e-02
6.571428571428571119e-02,1.000000000000000056e-01,4.000000000000000222e-01,2.958360873162746429e-02
6.571428571428571119e-02,1.714285714285714302e-01,2.000000000000000042e-02,1.983918622136116028e-02
6.571428571428571119e-02,1.714285714285714302e-01,7.428571428571428825e-02,1.944376528263092041e-02
6.571428571428571119e-02,1.714285714285714302e-01,1.285714285714285587e-01,-1.551112346351146698e-02
6.571428571428571119e-02,1.714285714285714302e-01,1.828571428571428570e-01,1.226226519793272018e-02
6.571428571428571119e-02,1.714285714285714302e-01,2.371428571428571275e-01,1.637672819197177887e-02
6.571428571428571119e-02,1.714285714285714302e-01,2.914285714285714257e-01,2.059048041701316833e-02
6.571428571428571119e-02,1.714285714285714302e-01,3.457142857142857517e-01,2.568528614938259125e-02
6.571428571428571119e-02,1.714285714285714302e-01,4.000000000000000222e-01,3.081169351935386658e-02
6.571428571428571119e-02,2.428571428571428548e-01,2.000000000000000042e-02,1.629369216971099377e-03
6.571428571428571119e-02,2.428571428571428548e-01,7.428571428571428825e-02,2.394844219088554382e-02
6.571428571428571119e-02,2.428571428571428548e-01,1.285714285714285587e-01,4.114683344960212708e-02
6.571428571428571119e-02,2.428571428571428548e-01,1.828571428571428570e-01,1.269215904176235199e-02
6.571428571428571119e-02,2.428571428571428548e-01,2.371428571428571275e-01,1.607142947614192963e-02
6.571428571428571119e-02,2.428571428571428548e-01,2.914285714285714257e-01,1.949606277048587799e-02
6.571428571428571119e-02,2.428571428571428548e-01,3.457142857142857517e-01,2.333110943436622620e-02
6.571428571428571119e-02,2.428571428571428548e-01,4.000000000000000222e-01,2.717292122542858124e-02
6.571428571428571119e-02,3.142857142857142794e-01,2.000000000000000042e-02,1.857755333185195923e-02
6.571428571428571119e-02,3.142857142857142794e-01,7.428571428571428825e-02,3.190376237034797668e-02
6.571428571428571119e-02,3.142857142857142794e-01,1.285714285714285587e-01,1.203406881541013718e-02
6.571428571428571119e-02,3.142857142857142794e-01,1.828571428571428570e-01,1.303544454276561737e-02
6.571428571428571119e-02,3.142857142857142794e-01,2.371428571428571275e-01,1.603059098124504089e-02
6.571428571428571119e-02,3.142857142857142794e-01,2.914285714285714257e-01,1.947633922100067139e-02
6.571428571428571119e-02,3.142857142857142794e-01,3.457142857142857517e-01,2.271919324994087219e-02
6.571428571428571119e-02,3.142857142857142794e-01,4.000000000000000222e-01,2.656284160912036896e-02
6.571428571428571119e-02,3.857142857142856762e-01,2.000000000000000042e-02,2.790163457393646240e-02
6.571428571428571119e-02,3.857142857142856762e-01,7.428571428571428825e-02,5.546178668737411499e-02
