# m,p,t,C_l
2.888888888888888756e-02,5.999999999999999778e-01,1.888888888888888840e-01,8.986693806946277618e-03
2.888888888888888756e-02,5.999999999999999778e-01,2.311111111111111005e-01,1.347991451621055603e-02
2.888888888888888756e-02,5.999999999999999778e-01,2.733333333333333726e-01,1.574414782226085663e-02
2.888888888888888756e-02,5.999999999999999778e-01,3.155555555555555891e-01,1.851664856076240540e-02
2.888888888888888756e-02,5.999999999999999778e-01,3.577777777777778057e-01,2.127771265804767609e-02
2.888888888888888756e-02,5.999999999999999778e-01,4.000000000000000222e-01,2.289686910808086395e-02
3.777777777777777818e-02,1.000000000000000056e-01,2.000000000000000042e-02,-3.264273330569267273e-02
3.777777777777777818e-02,1.000000000000000056e-01,6.222222222222222043e-02,-2.707592248916625977e-01
3.777777777777777818e-02,1.000000000000000056e-01,1.044444444444444509e-01,1.889650337398052216e-02
3.777777777777777818e-02,1.000000000000000056e-01,1.466666666666666674e-01,1.224694307893514633e-02
3.777777777777777818e-02,1.000000000000000056e-01,1.888888888888888840e-01,1.656100153923034668e-02
3.777777777777777818e-02,1.000000000000000056e-01,2.311111111111111005e-01,1.915754936635494232e-02
3.777777777777777818e-02,1.000000000000000056e-01,2.733333333333333726e-01,2.143282443284988403e-02
3.777777777777777818e-02,1.000000000000000056e-01,3.155555555555555891e-01,2.355487458407878876e-02
3.777777777777777818e-02,1.000000000000000056e-01,3.577777777777778057e-01,2.614952437579631805e-02
3.777777777777777818e-02,1.000000000000000056e-01,4.000000000000000222e-01,3.796800971031188965e-02
3.777777777777777818e-02,1.555555555555555580e-01,2.000000000000000042e-02,-1.133784372359514236e-02
3.777777777777777818e-02,1.555555555555555580e-01,6.222222222222222043e-02,9.957449883222579956e-02
3.777777777777777818e-02,1.555555555555555580e-01,1.044444444444444509e-01,1.874863170087337494e-02
3.777777777777777818e-02,1.555555555555555580e-01,1.466666666666666674e-01,1.169765647500753403e-02
3.777777777777777818e-02,1.555555555555555580e-01,1.888888888888888840e-01,1.637070812284946442e-02
3.777777777777777818e-02,1.555555555555555580e-01,2.311111111111111005e-01,1.929735392332077026e-02
3.777777777777777818e-02,1.555555555555555580e-01,2.733333333333333726e-01,2.177641727030277252e-02
3.777777777777777818e-02,1.555555555555555580e-01,3.155555555555555891e-01,2.508857659995555878e-02
3.777777777777777818e-02,1.555555555555555580e-01,3.577777777777778057e-01,2.787354961037635803e-02
3.777777777777777818e-02,1.555555555555555580e-01,4.000000000000000222e-01,3.115076571702957153e-02
3.777777777777777818e-02,2.111111111111111105e-01,2.000000000000000042e-02,-2.339667640626430511e-02
3.777777777777777818e-02,2.111111111111111105e-01,6.222222222222222043e-02,7.303870469331741333e-02
3.777777777777777818e-02,2.111111111111111105e-01,1.044444444444444509e-01,1.899987831711769104e-02
3.777777777777777818e-02,2.111111111111111105e-01,1.466666666666666674e-01,1.053683087229728699e-02
3.777777777777777818e-02,2.111111111111111105e-01,1.888888888888888840e-01,1.631195656955242157e-02
3.777777777777777818e-02,2.111111111111111105e-01,2.311111111111111005e-01,1.837146468460559845e-02
3.777777777777777818e-02,2.111111111111111105e-01,2.733333333333333726e-01,2.125942520797252655e-02
3.777777777777777818e-02,2.111111111111111105e-01,3.155555555555555891e-01,2.389554679393768311e-02
3.777777777777777818e-02,2.111111111111111105e-01,3.577777777777778057e-01,2.688769996166229248e-02
3.777777777777777818e-02,2.111111111111111105e-01,4.000000000000000222e-01,2.965632826089859009e-02
3.777777777777777818e-02,2.666666666666666630e-01,2.000000000000000042e-02,-2.499845810234546661e-02
3.777777777777777818e-02,2.666666666666666630e-01,6.222222222222222043e-02,6.683600693941116333e-02
3.777777777777777818e-02,2.666666666666666630e-01,1.044444444444444509e-01,1.892446726560592651e-02
3.777777777777777818e-02,2.666666666666666630e-01,1.466666666666666674e-01,9.175386279821395874e-03
3.777777777777777818e-02,2.666666666666666630e-01,1.888888888888888840e-01,1.518883369863033295e-02
3.777777777777777818e-02,2.666666666666666630e-01,2.311111111111111005e-01,1.836025342345237732e-02
3.777777777777777818e-02,2.666666666666666630e-01,2.733333333333333726e-01,2.026870101690292358e-02
3.777777777777777818e-02,2.666666666666666630e-01,3.155555555555555891e-01,2.298410981893539429e-02
3.777777777777777818e-02,2.666666666666666630e-01,3.577777777777778057e-01,2.575341798365116119e-02
3.777777777777777818e-02,2.666666666666666630e-01,4.000000000000000222e-01,2.845621481537818909e-02
3.777777777777777818e-02,3.222222222222221877e-01,2.000000000000000042e-02,-3.567309677600860596e-02
3.777777777777777818e-02,3.222222222222221877e-01,6.222222222222222043e-02,6.727617979049682617e-02
3.777777777777777818e-02,3.222222222222221877e-01,1.044444444444444509e-01,1.878800615668296814e-02
3.777777777777777818e-02,3.222222222222221877e-01,1.466666666666666674e-01,8.071020245552062988e-03
3.777777777777777818e-02,3.222222222222221877e-01,1.888888888888888840e-01,1.504185330122709274e-02
3.777777777777777818e-02,3.222222222222221877e-01,2.311111111111111005e-01,1.732409186661243439e-02
3.777777777777777818e-02,3.222222222222221877e-01,2.733333333333333726e-01,2.004387974739074707e-02
3.777777777777777818e-02,3.222222222222221877e-01,3.155555555555555891e-01,2.204504795372486115e-02
3.777777777777777818e-02,3.222222222222221877e-01,3.577777777777778057e-01,2.502886764705181122e-02
3.777777777777777818e-02,3.222222222222221877e-01,4.000000000000000222e-01,2.776553295552730560e-02
3.777777777777777818e-02,3.777777777777777679e-01,2.000000000000000042e-02,-8.529834449291229248e-03
3.777777777777777818e-02,3.777777777777777679e-01,6.222222222222222043e-02,7.106320559978485107e-02
3.777777777777777818e-02,3.777777777777777679e-01,1.044444444444444509e-01,1.830579526722431183e-02
3.777777777777777818e-02,3.777777777777777679e-01,1.466666666666666674e-01,6.093017291277647018e-03
3.777777777777777818e-02,3.777777777777777679e-01,1.888888888888888840e-01,1.449319254606962204e-02
3.777777777777777818e-02,3.777777777777777679e-01,2.311111111111111005e-01,1.680549606680870056e-02
3.777777777777777818e-02,3.777777777777777679e-01,2.733333333333333726e-01,1.906195469200611115e-02
3.777777777777777818e-02,3.777777777777777679e-01,3.155555555555555891e-01,2.188237942755222321e-02
3.777777777777777818e-02,3.777777777777777679e-01,3.577777777777778057e-01,2.410183288156986237e-02
3.777777777777777818e-02,3.777777777777777679e-01,4.000000000000000222e-01,2.658200263977050781e-02
3.777777777777777818e-02,4.333333333333333481e-01,2.000000000000000042e-02,-1.421676483005285263e-02
3.777777777777777818e-02,4.333333333333333481e-01,6.222222222222222043e-02,9.487975388765335083e-02
3.777777777777777818e-02,4.333333333333333481e-01,1.044444444444444509e-01,1.746509782969951630e-02
3.777777777777777818e-02,4.333333333333333481e-01,1.466666666666666674e-01,5.160203669220209122e-03
3.777777777777777818e-02,4.333333333333333481e-01,1.888888888888888840e-01,1.418174523860216141e-02
3.777777777777777818e-02,4.333333333333333481e-01,2.311111111111111005e-01,1.627369970083236694e-02
3.777777777777777818e-02,4.333333333333333481e-01,2.733333333333333726e-01,1.809675805270671844e-02
3.777777777777777818e-02,4.333333333333333481e-01,3.155555555555555891e-01,2.102847024798393250e-02
3.777777777777777818e-02,4.333333333333333481e-01,3.577777777777778057e-01,2.363673783838748932e-02
3.777777777777777818e-02,4.333333333333333481e-01,4.000000000000000222e-01,2.612555772066116333e-02
3.777777777777777818e-02,4.888888888888888173e-01,2.000000000000000042e-02,-1.310278847813606262e-02
3.777777777777777818e-02,4.888888888888888173e-01,6.222222222222222043e-02,1.527894437313079834e-01
3.777777777777777818e-02,4.888888888888888173e-01,1.044444444444444509e-01,1.649293489754199982e-02
3.777777777777777818e-02,4.888888888888888173e-01,1.466666666666666674e-01,5.501999519765377045e-03
3.777777777777777818e-02,4.888888888888888173e-01,1.888888888888888840e-01,1.317982003092765808e-02
3.777777777777777818e-02,4.888888888888888173e-01,2.311111111111111005e-01,1.597313024103641510e-02
3.777777777777777818e-02,4.888888888888888173e-01,2.733333333333333726e-01,1.761165820062160492e-02
3.777777777777777818e-02,4.888888888888888173e-01,3.155555555555555891e-01,1.984282396733760834e-02
3.777777777777777818e-02,4.888888888888888173e-01,3.577777777777778057e-01,2.313688956201076508e-02
3.777777777777777818e-02,4.888888888888888173e-01,4.000000000000000222e-01,2.571778744459152222e-02
3.777777777777777818e-02,5.444444444444443976e-01,2.000000000000000042e-02,1.554547995328903198e-02
3.777777777777777818e-02,5.444444444444443976e-01,6.222222222222222043e-02,1.116523027420043945e+00
3.777777777777777818e-02,5.444444444444443976e-01,1.044444444444444509e-01,1.506629493087530136e-02
3.777777777777777818e-02,5.444444444444443976e-01,1.466666666666666674e-01,5.753646604716777802e-03
3.777777777777777818e-02,5.444444444444443976e-01,1.888888888888888840e-01,1.271311007440090179e-02
3.777777777777777818e-02,5.444444444444443976e-01,2.311111111111111005e-01,1.540193613618612289e-02
3.777777777777777818e-02,5.444444444444443976e-01,2.733333333333333726e-01,1.722199842333793640e-02
3.777777777777777818e-02,5.444444444444443976e-01,3.155555555555555891e-01,1.928925141692161560e-02
3.777777777777777818e-02,5.444444444444443976e-01,3.577777777777778057e-01,2.190281823277473450e-02
3.777777777777777818e-02,5.444444444444443976e-01,4.000000000000000222e-01,2.507644519209861755e-02
