1.000000000000000000e+00 -2.340379606150597240e-17
9.997530217684337250e-01 7.467633148572377271e-05
9.990123062787814590e-01 2.984813928063847132e-04
9.977785111896678716e-01 6.707447269822253144e-04
9.960527327396673236e-01 1.190353362297155715e-03
9.938365059444130845e-01 1.855758433827805164e-03
9.911318048445072471e-01 2.664984327986482607e-03
9.879410427769741432e-01 3.615640227010668770e-03
9.842670726363063061e-01 4.704933898738168641e-03
9.801131870852543004e-01 5.929687548010089890e-03
9.754831186705180679e-01 7.286355520127576861e-03
9.703810397945460409e-01 8.771043624392082377e-03
9.648115624918018884e-01 1.037952982726342635e-02
9.587797379561856514e-01 1.210728605037516593e-02
9.522910557658177400e-01 1.394950079882004493e-02
9.453514427521073626e-01 1.590110233989449479e-02
9.379672614619120052e-01 1.795678215198864489e-02
9.301453081645548737e-01 2.011101836752354419e-02
9.218928103594700163e-01 2.235809894269260092e-02
9.132174237451090582e-01 2.469214430012903888e-02
9.041272286153985149e-01 2.710712920824479358e-02
8.946307256562678889e-01 2.959690368258259888e-02
8.847368311214680592e-01 3.215521271970782358e-02
8.744548713738269363e-01 3.477571470251204777e-02
8.637945767851128442e-01 3.745199834680321138e-02
8.527660749945845664e-01 4.017759809218242328e-02
8.413798835329227011e-01 4.294600787486396037e-02
8.296469018244075899e-01 4.575069325567215212e-02
8.175784025857498749e-01 4.858510191230929615e-02
8.051860226447921098e-01 5.144267254048497107e-02
7.924817532062287118e-01 5.431684224298735653e-02
7.794779295944785913e-01 5.720105251862726836e-02
7.661872205058040119e-01 6.008875399358118430e-02
7.526226168026969310e-01 6.297341006542946096e-02
7.387974198834065254e-01 6.584849965460021215e-02
7.247252296583374109e-01 6.870751927849218232e-02
7.104199321629159902e-01 7.154398467987467536e-02
6.958956868335394175e-01 7.435143225286552915e-02
6.811669134694526839e-01 7.712342051663984011e-02
6.662482788990302662e-01 7.985353188880019160e-02
6.511546833640795562e-01 8.253537500697168128e-02
6.359012466306567246e-01 8.516258783864658066e-02
6.205032938296224376e-01 8.772884180567824819e-02
6.049763410250128537e-01 9.022784713128893797e-02
5.893360805033868166e-01 9.265335959426276857e-02
5.735983657728926932e-01 9.499918884749342096e-02
5.577791962569745854e-01 9.725920842667346022e-02
5.418947016646464832e-01 9.942736754013709044e-02
5.259611260171773717e-01 1.014977046932794835e-01
5.099948113100267744e-01 1.034643631611815717e-01
4.940121807889851224e-01 1.053216082817479138e-01
4.780297218208179877e-01 1.070638464995121997e-01
4.620639683412665066e-01 1.086856460480187803e-01
4.461314828670514543e-01 1.101817591170781846e-01
4.302488380634881815e-01 1.115471453109705691e-01
4.144325978654015974e-01 1.127769961655525621e-01
3.986992981560979477e-01 1.138667604569151282e-01
3.830654270170752995e-01 1.148121700024068714e-01
3.675474045697823544e-01 1.156092656270913122e-01
3.521615624398459210e-01 1.162544229456038969e-01
3.369241228836071800e-01 1.167443775914002724e-01
3.218511776262801827e-01 1.170762495129482605e-01
3.069586664703665702e-01 1.172475659498308787e-01
2.921203801523900578e-01 1.172538372782520044e-01
2.768881210382561631e-01 1.170044550350484158e-01
2.619000941913670055e-01 1.164582687150523821e-01
2.471759887797946587e-01 1.156215041208920602e-01
2.327350970507482131e-01 1.145013676119615575e-01
2.185962553909460149e-01 1.131060089574015548e-01
2.047777877050168394e-01 1.114444776615742538e-01
1.912974516865003638e-01 1.095266729516742032e-01
1.781723885096445636e-01 1.073632876887634924e-01
1.654190764142287606e-01 1.049657465307951149e-01
1.530532885915094343e-01 1.023461387382018362e-01
1.410900557086702534e-01 9.951714606868837520e-02
1.295436333334881729e-01 9.649196625747449851e-02
1.184274744420005104e-01 9.328423262208576650e-02
1.077542071114150346e-01 8.990793036672817262e-02
9.753561741996802370e-02 8.637731019031613666e-02
8.778263749643305802e-02 8.270679982447465273e-02
7.850533858592281811e-02 7.891091414352223443e-02
6.971292892681932307e-02 7.500416449786671824e-02
6.141375616724931152e-02 7.100096792575559534e-02
5.361531398950653698e-02 6.691555689630085402e-02
4.632425255805362740e-02 6.276189022954711816e-02
3.954639236190882895e-02 5.855356582746686078e-02
3.328674098587421082e-02 5.430373583354400346e-02
2.754951231758362429e-02 5.002502481841478860e-02
2.233814767897544101e-02 4.572945156522581489e-02
1.765533836163633505e-02 4.142835500126327425e-02
1.350304904547545981e-02 3.713232479229779115e-02
9.882541589221145728e-03 3.285113708324459425e-02
6.794398698996313192e-03 2.859369583339483809e-02
4.238547007333197912e-03 2.436798015684529112e-02
2.214279128932204743e-03 2.018099803903849673e-02
7.202743006534998403e-04 1.603874675869198727e-02
-2.453827390347671292e-04 1.194618030101235462e-02
-6.851849224151788844e-04 7.907184003096718455e-03
-6.021883095024399817e-04 3.924556625979943279e-03
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.105645926317357390e-03 -3.813391587673423989e-03
2.698508450530741690e-03 -7.463204833218352145e-03
4.773460165950178281e-03 -1.094977787928540225e-02
7.324912868551159209e-03 -1.427370200853063202e-02
1.034683219467350673e-02 -1.743581717404965939e-02
1.383275572996009450e-02 -2.043720925874253219e-02
1.777581441559664133e-02 -2.327920900181397121e-02
2.216875701442260621e-02 -2.596339250649043126e-02
2.700397734002717154e-02 -2.849158321981132627e-02
3.227354389741823176e-02 -3.086585525304817029e-02
3.796923153511613108e-02 -3.308853788998558643e-02
4.408255466634380948e-02 -3.516222111001433143e-02
5.060480158205619972e-02 -3.708976193381936792e-02
5.752706935146999906e-02 -3.887429138148255914e-02
6.484029878702289584e-02 -4.051922181617662738e-02
7.253530894070853163e-02 -4.202825443144379836e-02
8.060283059777362258e-02 -4.340538662649420093e-02
8.903353824199947142e-02 -4.465491900222610944e-02
9.781807998424438266e-02 -4.578146170099350876e-02
1.069471049725083112e-01 -4.678993980578979167e-02
1.164112878372444704e-01 -4.768559750977815342e-02
1.262013497696069519e-01 -4.847400076530475332e-02
1.363080758822446947e-01 -4.916103812302968779e-02
1.467223285614417394e-01 -4.975291947696877659e-02
1.574350565850084760e-01 -5.025617244042641929e-02
1.684372998513583852e-01 -5.067763609137546088e-02
1.797201896404862498e-01 -5.102445184413768875e-02
1.912749444058329251e-01 -5.130405122752463437e-02
2.030928611758330282e-01 -5.152414037813166092e-02
2.151653027237850069e-01 -5.169268109136035405e-02
2.274836807429437280e-01 -5.181786831198820220e-02
2.400394353387494129e-01 -5.190810399057527863e-02
2.528240112202054801e-01 -5.197196728140607985e-02
2.658288310359502860e-01 -5.201818111153827529e-02
2.790452663559698787e-01 -5.205557520821203071e-02
2.924646068457235071e-01 -5.209304573251039711e-02
3.066962078365049194e-01 -5.209957591539435273e-02
3.212626007818479290e-01 -5.200236202833864035e-02
3.360079137989712139e-01 -5.180343457519807210e-02
3.509180622318791021e-01 -5.150715115045292891e-02
3.659787817401826682e-01 -5.111805884405457023e-02
3.811756374734974195e-01 -5.064086208894234137e-02
3.964940337787113966e-01 -5.008039007797408099e-02
4.119192244676679882e-01 -4.944156417317670943e-02
4.274363236632267582e-01 -4.872936571993433802e-02
4.430303172319374760e-01 -4.794880466245583783e-02
4.586860748019450096e-01 -4.710488933493656161e-02
4.743883623554398521e-01 -4.620259777567317649e-02
4.901218553762068941e-01 -4.524685087950613277e-02
5.058711525247812091e-01 -4.424248766792537868e-02
5.216207898065648996e-01 -4.319424291661058679e-02
5.373552551921421117e-01 -4.210672733776807397e-02
5.530590036440364843e-01 -4.098441047009573901e-02
5.687164725003925891e-01 -3.983160638329097392e-02
5.843120971635434868e-01 -3.865246225748256159e-02
5.998303270401779130e-01 -3.745094985156187384e-02
6.152556416798047323e-01 -3.623085982886819351e-02
6.305725670593783638e-01 -3.499579886475843310e-02
6.457656919641951987e-01 -3.374918941895847790e-02
6.608196844183913399e-01 -3.249427201687772604e-02
6.757193081224190934e-01 -3.123410984886108160e-02
6.904494388595893151e-01 -2.997159546516340797e-02
7.049950808389703338e-01 -2.870945931769583806e-02
7.193413829474367693e-01 -2.745027987768176858e-02
7.334736548892760721e-01 -2.619649504153262129e-02
7.473773831973032911e-01 -2.495041452570498017e-02
7.610382471046983621e-01 -2.371423294512136140e-02
7.744421342716317769e-01 -2.249004326891988759e-02
7.875751563649693310e-01 -2.127985035177348480e-02
8.004236644928747202e-01 -2.008558424858533642e-02
8.129742644987726363e-01 -1.890911303478948896e-02
8.252138321208773997e-01 -1.775225487340199165e-02
8.371295280242092574e-01 -1.661678909298738155e-02
8.487088127117369263e-01 -1.550446606734466083e-02
8.599394613199572435e-01 -1.441701571744658655e-02
8.708095783019276226e-01 -1.335615448842288923e-02
8.813076119975098432e-01 -1.232359068854296628e-02
8.914223690865196170e-01 -1.132102811260305916e-02
9.011430289156601159e-01 -1.035016790820765184e-02
9.104591576847235190e-01 -9.412708679509424956e-03
9.193607224717114113e-01 -8.510344858399444823e-03
9.278381050704221922e-01 -7.644763407299860238e-03
9.358821156078730441e-01 -6.817638950018557742e-03
9.434840059028158921e-01 -6.030627457028188074e-03
