# m,p,t,C_l,obj
2.375000000000000028e-02,9.000000000000000222e-01,1.000000000000000056e-01,7.552000284194946289e-01,5.992703884840011597e-02
2.375000000000000028e-02,9.000000000000000222e-01,1.750000000000000167e-01,7.885000109672546387e-01,4.473225027322769165e-02
2.375000000000000028e-02,9.000000000000000222e-01,2.500000000000000000e-01,8.197000026702880859e-01,3.250809013843536377e-02
2.375000000000000028e-02,9.000000000000000222e-01,3.250000000000000666e-01,8.475999832153320312e-01,2.322576008737087250e-02
2.375000000000000028e-02,9.000000000000000222e-01,4.000000000000000222e-01,8.727999925613403320e-01,1.617983914911746979e-02
4.750000000000000056e-02,2.000000000000000111e-01,1.000000000000000056e-01,5.274999737739562988e-01,2.232562452554702759e-01
4.750000000000000056e-02,2.000000000000000111e-01,1.750000000000000167e-01,5.756000280380249023e-01,1.801153570413589478e-01
4.750000000000000056e-02,2.000000000000000111e-01,2.500000000000000000e-01,6.259999871253967285e-01,1.398759931325912476e-01
4.750000000000000056e-02,2.000000000000000111e-01,3.250000000000000666e-01,6.783999800682067871e-01,1.034265607595443726e-01
4.750000000000000056e-02,2.000000000000000111e-01,4.000000000000000222e-01,7.317000031471252441e-01,7.198488712310791016e-02
4.750000000000000056e-02,3.750000000000000000e-01,1.000000000000000056e-01,5.899999737739562988e-01,1.680999994277954102e-01
4.750000000000000056e-02,3.750000000000000000e-01,1.750000000000000167e-01,6.396999955177307129e-01,1.298160851001739502e-01
4.750000000000000056e-02,3.750000000000000000e-01,2.500000000000000000e-01,6.913999915122985840e-01,9.523396193981170654e-02
4.750000000000000056e-02,3.750000000000000000e-01,3.250000000000000666e-01,7.458000183105468750e-01,6.461764127016067505e-02
4.750000000000000056e-02,3.750000000000000000e-01,4.000000000000000222e-01,8.008999824523925781e-01,3.964081034064292908e-02
4.750000000000000056e-02,5.500000000000000444e-01,1.000000000000000056e-01,6.951000094413757324e-01,9.296400845050811768e-02
4.750000000000000056e-02,5.500000000000000444e-01,1.750000000000000167e-01,7.473000288009643555e-01,6.385728716850280762e-02
4.750000000000000056e-02,5.500000000000000444e-01,2.500000000000000000e-01,8.007000088691711426e-01,3.972049057483673096e-02
4.750000000000000056e-02,5.500000000000000444e-01,3.250000000000000666e-01,8.550000190734863281e-01,2.102500014007091522e-02
4.750000000000000056e-02,5.500000000000000444e-01,4.000000000000000222e-01,9.103999733924865723e-01,8.028159849345684052e-03
4.750000000000000056e-02,7.249999999999998668e-01,1.000000000000000056e-01,8.938000202178955078e-01,1.127844024449586868e-02
4.750000000000000056e-02,7.249999999999998668e-01,1.750000000000000167e-01,9.505000114440917969e-01,2.450250089168548584e-03
4.750000000000000056e-02,7.249999999999998668e-01,2.500000000000000000e-01,1.006500005722045898e+00,4.225000157020986080e-05
4.750000000000000056e-02,7.249999999999998668e-01,3.250000000000000666e-01,1.062000036239624023e+00,3.843999933451414108e-03
4.750000000000000056e-02,7.249999999999998668e-01,4.000000000000000222e-01,1.116400003433227539e+00,1.354895997792482376e-02
4.750000000000000056e-02,9.000000000000000222e-01,1.000000000000000056e-01,1.409999966621398926e+00,1.680999994277954102e-01
4.750000000000000056e-02,9.000000000000000222e-01,1.750000000000000167e-01,1.470700025558471680e+00,2.215584963560104370e-01
4.750000000000000056e-02,9.000000000000000222e-01,2.500000000000000000e-01,1.526200056076049805e+00,2.768864333629608154e-01
4.750000000000000056e-02,9.000000000000000222e-01,3.250000000000000666e-01,1.576500058174133301e+00,3.323522508144378662e-01
4.750000000000000056e-02,9.000000000000000222e-01,4.000000000000000222e-01,1.622099995613098145e+00,3.870083987712860107e-01
7.125000000000000777e-02,2.000000000000000111e-01,1.000000000000000056e-01,7.885000109672546387e-01,4.473225027322769165e-02
7.125000000000000777e-02,2.000000000000000111e-01,1.750000000000000167e-01,8.590999841690063477e-01,1.985280960798263550e-02
7.125000000000000777e-02,2.000000000000000111e-01,2.500000000000000000e-01,9.340999722480773926e-01,4.342809785157442093e-03
7.125000000000000777e-02,2.000000000000000111e-01,3.250000000000000666e-01,1.011299967765808105e+00,1.276900002267211676e-04
7.125000000000000777e-02,2.000000000000000111e-01,4.000000000000000222e-01,1.089499950408935547e+00,8.010249584913253784e-03
7.125000000000000777e-02,3.750000000000000000e-01,1.000000000000000056e-01,8.812999725341796875e-01,1.408968959003686905e-02
7.125000000000000777e-02,3.750000000000000000e-01,1.750000000000000167e-01,9.552000164985656738e-01,2.007039962336421013e-03
7.125000000000000777e-02,3.750000000000000000e-01,2.500000000000000000e-01,1.032099962234497070e+00,1.030410057865083218e-03
7.125000000000000777e-02,3.750000000000000000e-01,3.250000000000000666e-01,1.111899971961975098e+00,1.252160966396331787e-02
7.125000000000000777e-02,3.750000000000000000e-01,4.000000000000000222e-01,1.195399999618530273e+00,3.818115964531898499e-02
7.125000000000000777e-02,5.500000000000000444e-01,1.000000000000000056e-01,1.034800052642822266e+00,1.211039954796433449e-03
7.125000000000000777e-02,5.500000000000000444e-01,1.750000000000000167e-01,1.111999988555908203e+00,1.254399958997964859e-02
7.125000000000000777e-02,5.500000000000000444e-01,2.500000000000000000e-01,1.190799951553344727e+00,3.640463948249816895e-02
7.125000000000000777e-02,5.500000000000000444e-01,3.250000000000000666e-01,1.271399974822998047e+00,7.365795969963073730e-02
7.125000000000000777e-02,5.500000000000000444e-01,4.000000000000000222e-01,1.352800011634826660e+00,1.244678422808647156e-01
7.125000000000000777e-02,7.249999999999998668e-01,1.000000000000000056e-01,1.314499974250793457e+00,9.891024976968765259e-02
7.125000000000000777e-02,7.249999999999998668e-01,1.750000000000000167e-01,1.396800041198730469e+00,1.574502438306808472e-01
7.125000000000000777e-02,7.249999999999998668e-01,2.500000000000000000e-01,1.478899955749511719e+00,2.293452173471450806e-01
7.125000000000000777e-02,7.249999999999998668e-01,3.250000000000000666e-01,1.559399962425231934e+00,3.129283487796783447e-01
7.125000000000000777e-02,7.249999999999998668e-01,4.000000000000000222e-01,1.638299942016601562e+00,4.074268937110900879e-01
7.125000000000000777e-02,9.000000000000000222e-01,1.000000000000000056e-01,1.955700039863586426e+00,9.133625030517578125e-01
7.125000000000000777e-02,9.000000000000000222e-01,1.750000000000000167e-01,2.035399913787841797e+00,1.072053194046020508e+00
7.125000000000000777e-02,9.000000000000000222e-01,2.500000000000000000e-01,2.109699964523315430e+00,1.231434106826782227e+00
7.125000000000000777e-02,9.000000000000000222e-01,3.250000000000000666e-01,2.177299976348876953e+00,1.386035323143005371e+00
7.125000000000000777e-02,9.000000000000000222e-01,4.000000000000000222e-01,2.238199949264526367e+00,1.533139228820800781e+00
9.500000000000000111e-02,2.000000000000000111e-01,1.000000000000000056e-01,1.047700047492980957e+00,2.275289967656135559e-03
9.500000000000000111e-02,2.000000000000000111e-01,1.750000000000000167e-01,1.140599966049194336e+00,1.976835913956165314e-02
9.500000000000000111e-02,2.000000000000000111e-01,2.500000000000000000e-01,1.237800002098083496e+00,5.654884129762649536e-02
9.500000000000000111e-02,2.000000000000000111e-01,3.250000000000000666e-01,1.338400006294250488e+00,1.145145595073699951e-01
9.500000000000000111e-02,2.000000000000000111e-01,4.000000000000000222e-01,1.440199971199035645e+00,1.937760412693023682e-01
9.500000000000000111e-02,3.750000000000000000e-01,1.000000000000000056e-01,1.168900012969970703e+00,2.852720953524112701e-02
9.500000000000000111e-02,3.750000000000000000e-01,1.750000000000000167e-01,1.265699982643127441e+00,7.059648633003234863e-02
9.500000000000000111e-02,3.750000000000000000e-01,2.500000000000000000e-01,1.367300033569335938e+00,1.349092870950698853e-01
9.500000000000000111e-02,3.750000000000000000e-01,3.250000000000000666e-01,1.472200036048889160e+00,2.229728400707244873e-01
9.500000000000000111e-02,3.750000000000000000e-01,4.000000000000000222e-01,1.580899953842163086e+00,3.374448120594024658e-01
9.500000000000000111e-02,5.500000000000000444e-01,1.000000000000000056e-01,1.365800023078918457e+00,1.338096410036087036e-01
9.500000000000000111e-02,5.500000000000000444e-01,1.750000000000000167e-01,1.466599941253662109e+00,2.177155613899230957e-01
9.500000000000000111e-02,5.500000000000000444e-01,2.500000000000000000e-01,1.569800019264221191e+00,3.246720433235168457e-01
9.500000000000000111e-02,5.500000000000000444e-01,3.250000000000000666e-01,1.675099968910217285e+00,4.557600021362304688e-01
9.500000000000000111e-02,5.500000000000000444e-01,4.000000000000000222e-01,1.781499981880187988e+00,6.107422709465026855e-01
9.500000000000000111e-02,7.249999999999998668e-01,1.000000000000000056e-01,1.711899995803833008e+00,5.068016052246093750e-01
9.500000000000000111e-02,7.249999999999998668e-01,1.750000000000000167e-01,1.817199945449829102e+00,6.678158640861511230e-01
9.500000000000000111e-02,7.249999999999998668e-01,2.500000000000000000e-01,1.921399950981140137e+00,8.489779829978942871e-01
9.500000000000000111e-02,7.249999999999998668e-01,3.250000000000000666e-01,2.024800062179565430e+00,1.050215005874633789e+00
9.500000000000000111e-02,7.249999999999998668e-01,4.000000000000000222e-01,2.126499891281127930e+00,1.269002199172973633e+00
9.500000000000000111e-02,9.000000000000000222e-01,1.000000000000000056e-01,2.416599988937377930e+00,2.006755590438842773e+00
9.500000000000000111e-02,9.000000000000000222e-01,1.750000000000000167e-01,2.510799884796142578e+00,2.282516717910766602e+00
9.500000000000000111e-02,9.000000000000000222e-01,2.500000000000000000e-01,2.599800109863281250e+00,2.559360027313232422e+00
9.500000000000000111e-02,9.000000000000000222e-01,3.250000000000000666e-01,2.681699991226196289e+00,2.828114986419677734e+00
9.500000000000000111e-02,9.000000000000000222e-01,4.000000000000000222e-01,2.756000041961669922e+00,3.083535909652709961e+00
