# m,p,t,C_l,obj
2.111111111111111174e-02,3.555555555555555691e-01,4.000000000000000222e-01,1.815600037574768066e+00,3.400335833430290222e-02
2.111111111111111174e-02,4.333333333333333481e-01,1.000000000000000056e-01,1.454200029373168945e+00,2.978976368904113770e-01
2.111111111111111174e-02,4.333333333333333481e-01,1.333333333333333592e-01,1.495200037956237793e+00,2.548230290412902832e-01
2.111111111111111174e-02,4.333333333333333481e-01,1.666666666666666852e-01,1.536499977111816406e+00,2.148322463035583496e-01
2.111111111111111174e-02,4.333333333333333481e-01,2.000000000000000111e-01,1.577600002288818359e+00,1.784217655658721924e-01
2.111111111111111174e-02,4.333333333333333481e-01,2.333333333333333648e-01,1.619500041007995605e+00,1.447802484035491943e-01
2.111111111111111174e-02,4.333333333333333481e-01,2.666666666666667185e-01,1.661200046539306641e+00,1.147854402661323547e-01
2.111111111111111174e-02,4.333333333333333481e-01,3.000000000000000444e-01,1.703999996185302734e+00,8.761599659919738770e-02
2.111111111111111174e-02,4.333333333333333481e-01,3.333333333333333703e-01,1.746600031852722168e+00,6.421156227588653564e-02
2.111111111111111174e-02,4.333333333333333481e-01,3.666666666666666963e-01,1.789399981498718262e+00,4.435236006975173950e-02
2.111111111111111174e-02,4.333333333333333481e-01,4.000000000000000222e-01,1.832299947738647461e+00,2.812328934669494629e-02
2.111111111111111174e-02,5.111111111111110716e-01,1.000000000000000056e-01,1.476400017738342285e+00,2.741569578647613525e-01
2.111111111111111174e-02,5.111111111111110716e-01,1.333333333333333592e-01,1.516499996185302734e+00,2.337722480297088623e-01
2.111111111111111174e-02,5.111111111111110716e-01,1.666666666666666852e-01,1.558099985122680664e+00,1.952756047248840332e-01
2.111111111111111174e-02,5.111111111111110716e-01,2.000000000000000111e-01,1.598999977111816406e+00,1.608009934425354004e-01
2.111111111111111174e-02,5.111111111111110716e-01,2.333333333333333648e-01,1.641199946403503418e+00,1.287374347448348999e-01
2.111111111111111174e-02,5.111111111111110716e-01,2.666666666666667185e-01,1.683099985122680664e+00,1.004256084561347961e-01
2.111111111111111174e-02,5.111111111111110716e-01,3.000000000000000444e-01,1.725499987602233887e+00,7.535024732351303101e-02
2.111111111111111174e-02,5.111111111111110716e-01,3.333333333333333703e-01,1.768200039863586426e+00,5.373124033212661743e-02
2.111111111111111174e-02,5.111111111111110716e-01,3.666666666666666963e-01,1.810799956321716309e+00,3.579663857817649841e-02
2.111111111111111174e-02,5.111111111111110716e-01,4.000000000000000222e-01,1.854400038719177246e+00,2.119936048984527588e-02
2.111111111111111174e-02,5.888888888888889062e-01,1.000000000000000056e-01,1.502300024032592773e+00,2.477052956819534302e-01
2.111111111111111174e-02,5.888888888888889062e-01,1.333333333333333592e-01,1.544499993324279785e+00,2.074802517890930176e-01
2.111111111111111174e-02,5.888888888888889062e-01,1.666666666666666852e-01,1.586400032043457031e+00,1.710649579763412476e-01
2.111111111111111174e-02,5.888888888888889062e-01,2.000000000000000111e-01,1.627599954605102539e+00,1.386817544698715210e-01
2.111111111111111174e-02,5.888888888888889062e-01,2.333333333333333648e-01,1.669700026512145996e+00,1.090980917215347290e-01
2.111111111111111174e-02,5.888888888888889062e-01,2.666666666666667185e-01,1.711799979209899902e+00,8.305923640727996826e-02
2.111111111111111174e-02,5.888888888888889062e-01,3.000000000000000444e-01,1.753999948501586914e+00,6.051599979400634766e-02
2.111111111111111174e-02,5.888888888888889062e-01,3.333333333333333703e-01,1.797099947929382324e+00,4.116841033101081848e-02
2.111111111111111174e-02,5.888888888888889062e-01,3.666666666666666963e-01,1.839800000190734863e+00,2.566404081881046295e-02
2.111111111111111174e-02,5.888888888888889062e-01,4.000000000000000222e-01,1.883100032806396484e+00,1.366560999304056168e-02
2.111111111111111174e-02,6.666666666666667407e-01,1.000000000000000056e-01,1.540400028228759766e+00,2.112321555614471436e-01
2.111111111111111174e-02,6.666666666666667407e-01,1.333333333333333592e-01,1.582000017166137695e+00,1.747239977121353149e-01
2.111111111111111174e-02,6.666666666666667407e-01,1.666666666666666852e-01,1.623700022697448730e+00,1.416016966104507446e-01
2.111111111111111174e-02,6.666666666666667407e-01,2.000000000000000111e-01,1.666300058364868164e+00,1.113556921482086182e-01
2.111111111111111174e-02,6.666666666666667407e-01,2.333333333333333648e-01,1.708099961280822754e+00,8.520560711622238159e-02
2.111111111111111174e-02,6.666666666666667407e-01,2.666666666666667185e-01,1.750599980354309082e+00,6.220036000013351440e-02
2.111111111111111174e-02,6.666666666666667407e-01,3.000000000000000444e-01,1.793499946594238281e+00,4.264225065708160400e-02
2.111111111111111174e-02,6.666666666666667407e-01,3.333333333333333703e-01,1.835999965667724609e+00,2.689599990844726562e-02
2.111111111111111174e-02,6.666666666666667407e-01,3.666666666666666963e-01,1.879199981689453125e+00,1.459264010190963745e-02
2.111111111111111174e-02,6.666666666666667407e-01,4.000000000000000222e-01,1.921900033950805664e+00,6.099610123783349991e-03
2.111111111111111174e-02,7.444444444444444642e-01,1.000000000000000056e-01,1.594400048255920410e+00,1.645113527774810791e-01
2.111111111111111174e-02,7.444444444444444642e-01,1.333333333333333592e-01,1.636100053787231445e+00,1.324232071638107300e-01
2.111111111111111174e-02,7.444444444444444642e-01,1.666666666666666852e-01,1.678400039672851562e+00,1.034265607595443726e-01
2.111111111111111174e-02,7.444444444444444642e-01,2.000000000000000111e-01,1.721199989318847656e+00,7.772944122552871704e-02
2.111111111111111174e-02,7.444444444444444642e-01,2.333333333333333648e-01,1.763900041580200195e+00,5.574321001768112183e-02
2.111111111111111174e-02,7.444444444444444642e-01,2.666666666666667185e-01,1.806900024414062500e+00,3.728761151432991028e-02
2.111111111111111174e-02,7.444444444444444642e-01,3.000000000000000444e-01,1.849200010299682617e+00,2.274063974618911743e-02
2.111111111111111174e-02,7.444444444444444642e-01,3.333333333333333703e-01,1.892400026321411133e+00,1.157775986939668655e-02
2.111111111111111174e-02,7.444444444444444642e-01,3.666666666666666963e-01,1.935500025749206543e+00,4.160250071436166763e-03
2.111111111111111174e-02,7.444444444444444642e-01,4.000000000000000222e-01,1.978199958801269531e+00,4.752399981953203678e-04
2.111111111111111174e-02,8.222222222222221877e-01,1.000000000000000056e-01,1.679499983787536621e+00,1.027202531695365906e-01
2.111111111111111174e-02,8.222222222222221877e-01,1.333333333333333592e-01,1.722200036048889160e+00,7.717283815145492554e-02
2.111111111111111174e-02,8.222222222222221877e-01,1.666666666666666852e-01,1.765200018882751465e+00,5.513104051351547241e-02
2.111111111111111174e-02,8.222222222222221877e-01,2.000000000000000111e-01,1.808500051498413086e+00,3.667224943637847900e-02
2.111111111111111174e-02,8.222222222222221877e-01,2.333333333333333648e-01,1.851999998092651367e+00,2.190399914979934692e-02
2.111111111111111174e-02,8.222222222222221877e-01,2.666666666666667185e-01,1.894700050354003906e+00,1.108809001743793488e-02
2.111111111111111174e-02,8.222222222222221877e-01,3.000000000000000444e-01,1.937999963760375977e+00,3.843999933451414108e-03
2.111111111111111174e-02,8.222222222222221877e-01,3.333333333333333703e-01,1.980700016021728516e+00,3.724900016095489264e-04
2.111111111111111174e-02,8.222222222222221877e-01,3.666666666666666963e-01,2.023799896240234375e+00,5.664399941451847553e-04
2.111111111111111174e-02,8.222222222222221877e-01,4.000000000000000222e-01,2.066299915313720703e+00,4.395689815282821655e-03
2.111111111111111174e-02,9.000000000000000222e-01,1.000000000000000056e-01,1.844099998474121094e+00,2.430481091141700745e-02
2.111111111111111174e-02,9.000000000000000222e-01,1.333333333333333592e-01,1.888499975204467773e+00,1.243225019425153732e-02
2.111111111111111174e-02,9.000000000000000222e-01,1.666666666666666852e-01,1.932600021362304688e+00,4.542760085314512253e-03
2.111111111111111174e-02,9.000000000000000222e-01,2.000000000000000111e-01,1.975900053977966309e+00,5.808100104331970215e-04
2.111111111111111174e-02,9.000000000000000222e-01,2.333333333333333648e-01,2.019500017166137695e+00,3.802500141318887472e-04
2.111111111111111174e-02,9.000000000000000222e-01,2.666666666666667185e-01,2.062700033187866211e+00,3.931290004402399063e-03
2.111111111111111174e-02,9.000000000000000222e-01,3.000000000000000444e-01,2.105799913406372070e+00,1.119363959878683090e-02
2.111111111111111174e-02,9.000000000000000222e-01,3.333333333333333703e-01,2.147599935531616211e+00,2.178576029837131500e-02
2.111111111111111174e-02,9.000000000000000222e-01,3.666666666666666963e-01,2.190200090408325195e+00,3.617604076862335205e-02
2.111111111111111174e-02,9.000000000000000222e-01,4.000000000000000222e-01,2.231800079345703125e+00,5.373124033212661743e-02
3.166666666666666935e-02,2.000000000000000111e-01,1.000000000000000056e-01,1.531200051307678223e+00,2.197734415531158447e-01
3.166666666666666935e-02,2.000000000000000111e-01,1.333333333333333592e-01,1.575700044631958008e+00,1.800304949283599854e-01
3.166666666666666935e-02,2.000000000000000111e-01,1.666666666666666852e-01,1.621199965476989746e+00,1.434894353151321411e-01
3.166666666666666935e-02,2.000000000000000111e-01,2.000000000000000111e-01,1.667400002479553223e+00,1.106227636337280273e-01
3.166666666666666935e-02,2.000000000000000111e-01,2.333333333333333648e-01,1.713700056076049805e+00,8.196768909692764282e-02
3.166666666666666935e-02,2.000000000000000111e-01,2.666666666666667185e-01,1.760300040245056152e+00,5.745609104633331299e-02
3.166666666666666935e-02,2.000000000000000111e-01,3.000000000000000444e-01,1.807399988174438477e+00,3.709476068615913391e-02
3.166666666666666935e-02,2.000000000000000111e-01,3.333333333333333703e-01,1.855000019073486328e+00,2.102500014007091522e-02
3.166666666666666935e-02,2.000000000000000111e-01,3.666666666666666963e-01,1.903200030326843262e+00,9.370240382850170135e-03
3.166666666666666935e-02,2.000000000000000111e-01,4.000000000000000222e-01,1.951099991798400879e+00,2.391210058704018593e-03
3.166666666666666935e-02,2.777777777777777901e-01,1.000000000000000056e-01,1.547600030899047852e+00,2.046657651662826538e-01
3.166666666666666935e-02,2.777777777777777901e-01,1.333333333333333592e-01,1.591500043869018555e+00,1.668722480535507202e-01
3.166666666666666935e-02,2.777777777777777901e-01,1.666666666666666852e-01,1.636899948120117188e+00,1.318416148424148560e-01
3.166666666666666935e-02,2.777777777777777901e-01,2.000000000000000111e-01,1.682700037956237793e+00,1.006792932748794556e-01
3.166666666666666935e-02,2.777777777777777901e-01,2.333333333333333648e-01,1.728600025177001953e+00,7.365795969963073730e-02
3.166666666666666935e-02,2.777777777777777901e-01,2.666666666666667185e-01,1.775900006294250488e+00,5.022080987691879272e-02
3.166666666666666935e-02,2.777777777777777901e-01,3.000000000000000444e-01,1.823600053787231445e+00,3.111696057021617889e-02
3.166666666666666935e-02,2.777777777777777901e-01,3.333333333333333703e-01,1.871399998664855957e+00,1.653796061873435974e-02
3.166666666666666935e-02,2.777777777777777901e-01,3.666666666666666963e-01,1.919700026512145996e+00,6.448090076446533203e-03
3.166666666666666935e-02,2.777777777777777901e-01,4.000000000000000222e-01,1.968400001525878906e+00,9.985599899664521217e-04
3.166666666666666935e-02,3.555555555555555691e-01,1.000000000000000056e-01,1.566100001335144043e+00,1.882692128419876099e-01
3.166666666666666935e-02,3.555555555555555691e-01,1.333333333333333592e-01,1.610800027847290039e+00,1.514766365289688110e-01
3.166666666666666935e-02,3.555555555555555691e-01,1.666666666666666852e-01,1.656299948692321777e+00,1.181296929717063904e-01
3.166666666666666935e-02,3.555555555555555691e-01,2.000000000000000111e-01,1.702700018882751465e+00,8.838728815317153931e-02
3.166666666666666935e-02,3.555555555555555691e-01,2.333333333333333648e-01,1.749300003051757812e+00,6.285049021244049072e-02
3.166666666666666935e-02,3.555555555555555691e-01,2.666666666666667185e-01,1.796200037002563477e+00,4.153443872928619385e-02
3.166666666666666935e-02,3.555555555555555691e-01,3.000000000000000444e-01,1.843500018119812012e+00,2.449225075542926788e-02
3.166666666666666935e-02,3.555555555555555691e-01,3.333333333333333703e-01,1.891399979591369629e+00,1.179395988583564758e-02
3.166666666666666935e-02,3.555555555555555691e-01,3.666666666666666963e-01,1.939800024032592773e+00,3.624039934948086739e-03
3.166666666666666935e-02,3.555555555555555691e-01,4.000000000000000222e-01,1.988700032234191895e+00,1.276900002267211676e-04
3.166666666666666935e-02,4.333333333333333481e-01,1.000000000000000056e-01,1.590299963951110840e+00,1.678540855646133423e-01
3.166666666666666935e-02,4.333333333333333481e-01,1.333333333333333592e-01,1.636100053787231445e+00,1.324232071638107300e-01
3.166666666666666935e-02,4.333333333333333481e-01,1.666666666666666852e-01,1.680799961090087891e+00,1.018886417150497437e-01
3.166666666666666935e-02,4.333333333333333481e-01,2.000000000000000111e-01,1.727499961853027344e+00,7.425624877214431763e-02
3.166666666666666935e-02,4.333333333333333481e-01,2.333333333333333648e-01,1.774500012397766113e+00,5.085024982690811157e-02
3.166666666666666935e-02,4.333333333333333481e-01,2.666666666666667185e-01,1.821699976921081543e+00,3.179088979959487915e-02
3.166666666666666935e-02,4.333333333333333481e-01,3.000000000000000444e-01,1.869199991226196289e+00,1.710863970220088959e-02
3.166666666666666935e-02,4.333333333333333481e-01,3.333333333333333703e-01,1.917199969291687012e+00,6.855839863419532776e-03
3.166666666666666935e-02,4.333333333333333481e-01,3.666666666666666963e-01,1.965600013732910156e+00,1.183360000140964985e-03
3.166666666666666935e-02,4.333333333333333481e-01,4.000000000000000222e-01,2.014300107955932617e+00,2.044900029432028532e-04
3.166666666666666935e-02,5.111111111111110716e-01,1.000000000000000056e-01,1.621099948883056641e+00,1.435652077198028564e-01
3.166666666666666935e-02,5.111111111111110716e-01,1.333333333333333592e-01,1.666900038719177246e+00,1.109556108713150024e-01
3.166666666666666935e-02,5.111111111111110716e-01,1.666666666666666852e-01,1.713000059127807617e+00,8.236899971961975098e-02
3.166666666666666935e-02,5.111111111111110716e-01,2.000000000000000111e-01,1.759899973869323730e+00,5.764801055192947388e-02
3.166666666666666935e-02,5.111111111111110716e-01,2.333333333333333648e-01,1.806800007820129395e+00,3.732623904943466187e-02
3.166666666666666935e-02,5.111111111111110716e-01,2.666666666666667185e-01,1.854300022125244141e+00,2.122849039733409882e-02
3.166666666666666935e-02,5.111111111111110716e-01,3.000000000000000444e-01,1.901800036430358887e+00,9.643239900469779968e-03
3.166666666666666935e-02,5.111111111111110716e-01,3.333333333333333703e-01,1.949499964714050293e+00,2.550249919295310974e-03
3.166666666666666935e-02,5.111111111111110716e-01,3.666666666666666963e-01,1.998000025749206543e+00,3.999999989900970832e-06
3.166666666666666935e-02,5.111111111111110716e-01,4.000000000000000222e-01,2.046400070190429688e+00,2.152960048988461494e-03
3.166666666666666935e-02,5.888888888888889062e-01,1.000000000000000056e-01,1.661900043487548828e+00,1.143116131424903870e-01
3.166666666666666935e-02,5.888888888888889062e-01,1.333333333333333592e-01,1.707999944686889648e+00,8.526399731636047363e-02
3.166666666666666935e-02,5.888888888888889062e-01,1.666666666666666852e-01,1.754899978637695312e+00,6.007400900125503540e-02
3.166666666666666935e-02,5.888888888888889062e-01,2.000000000000000111e-01,1.801599979400634766e+00,3.936256095767021179e-02
3.166666666666666935e-02,5.888888888888889062e-01,2.333333333333333648e-01,1.849099993705749512e+00,2.277081087231636047e-02
3.166666666666666935e-02,5.888888888888889062e-01,2.666666666666667185e-01,1.896100044250488281e+00,1.079520955681800842e-02
3.166666666666666935e-02,5.888888888888889062e-01,3.000000000000000444e-01,1.944300055503845215e+00,3.102489979937672615e-03
3.166666666666666935e-02,5.888888888888889062e-01,3.333333333333333703e-01,1.992100000381469727e+00,6.240999937290325761e-05
3.166666666666666935e-02,5.888888888888889062e-01,3.666666666666666963e-01,2.040299892425537109e+00,1.624090014956891537e-03
3.166666666666666935e-02,5.888888888888889062e-01,4.000000000000000222e-01,2.088700056076049805e+00,7.867690175771713257e-03
3.166666666666666935e-02,6.666666666666667407e-01,1.000000000000000056e-01,1.715700030326843262e+00,8.082649111747741699e-02
3.166666666666666935e-02,6.666666666666667407e-01,1.333333333333333592e-01,1.763800024986267090e+00,5.579043924808502197e-02
3.166666666666666935e-02,6.666666666666667407e-01,1.666666666666666852e-01,1.811599969863891602e+00,3.549455851316452026e-02
3.166666666666666935e-02,6.666666666666667407e-01,2.000000000000000111e-01,1.858600020408630371e+00,1.999396085739135742e-02
3.166666666666666935e-02,6.666666666666667407e-01,2.333333333333333648e-01,1.906200051307678223e+00,8.798439987003803253e-03
3.166666666666666935e-02,6.666666666666667407e-01,2.666666666666667185e-01,1.953600049018859863e+00,2.152960048988461494e-03
3.166666666666666935e-02,6.666666666666667407e-01,3.000000000000000444e-01,2.001800060272216797e+00,3.240000069126836024e-06
3.166666666666666935e-02,6.666666666666667407e-01,3.333333333333333703e-01,2.049900054931640625e+00,2.490010112524032593e-03
3.166666666666666935e-02,6.666666666666667407e-01,3.666666666666666963e-01,2.098200082778930664e+00,9.643239900469779968e-03
3.166666666666666935e-02,6.666666666666667407e-01,4.000000000000000222e-01,2.146100044250488281e+00,2.134520933032035828e-02
3.166666666666666935e-02,7.444444444444444642e-01,1.000000000000000056e-01,1.795899987220764160e+00,4.165681079030036926e-02
3.166666666666666935e-02,7.444444444444444642e-01,1.333333333333333592e-01,1.843199968338012695e+00,2.458623982965946198e-02
3.166666666666666935e-02,7.444444444444444642e-01,1.666666666666666852e-01,1.891299962997436523e+00,1.181569043546915054e-02
3.166666666666666935e-02,7.444444444444444642e-01,2.000000000000000111e-01,1.939499974250793457e+00,3.660249989479780197e-03
3.166666666666666935e-02,7.444444444444444642e-01,2.333333333333333648e-01,1.987499952316284180e+00,1.562499965075403452e-04
3.166666666666666935e-02,7.444444444444444642e-01,2.666666666666667185e-01,2.035599946975708008e+00,1.267360057681798935e-03
3.166666666666666935e-02,7.444444444444444642e-01,3.000000000000000444e-01,2.083600044250488281e+00,6.988959852606058121e-03
3.166666666666666935e-02,7.444444444444444642e-01,3.333333333333333703e-01,2.131900072097778320e+00,1.739761047065258026e-02
3.166666666666666935e-02,7.444444444444444642e-01,3.666666666666666963e-01,2.180299997329711914e+00,3.250809013843536377e-02
3.166666666666666935e-02,7.444444444444444642e-01,4.000000000000000222e-01,2.227699995040893555e+00,5.184729024767875671e-02
3.166666666666666935e-02,8.222222222222221877e-01,1.000000000000000056e-01,1.917799949645996094e+00,6.756839808076620102e-03
3.166666666666666935e-02,8.222222222222221877e-01,1.333333333333333592e-01,1.967900037765502930e+00,1.030410057865083218e-03
3.166666666666666935e-02,8.222222222222221877e-01,1.666666666666666852e-01,2.016499996185302734e+00,2.722500066738575697e-04
3.166666666666666935e-02,8.222222222222221877e-01,2.000000000000000111e-01,2.065700054168701172e+00,4.316490143537521362e-03
3.166666666666666935e-02,8.222222222222221877e-01,2.333333333333333648e-01,2.114399909973144531e+00,1.308736018836498260e-02
3.166666666666666935e-02,8.222222222222221877e-01,2.666666666666667185e-01,2.162699937820434570e+00,2.647129073739051819e-02
3.166666666666666935e-02,8.222222222222221877e-01,3.000000000000000444e-01,2.211199998855590820e+00,4.460544139146804810e-02
3.166666666666666935e-02,8.222222222222221877e-01,3.333333333333333703e-01,2.259299993515014648e+00,6.723649054765701294e-02
3.166666666666666935e-02,8.222222222222221877e-01,3.666666666666666963e-01,2.307100057601928711e+00,9.431041032075881958e-02
3.166666666666666935e-02,8.222222222222221877e-01,4.000000000000000222e-01,2.354399919509887695e+00,1.255993545055389404e-01
3.166666666666666935e-02,9.000000000000000222e-01,1.000000000000000056e-01,2.147900104522705078e+00,2.187440916895866394e-02
3.166666666666666935e-02,9.000000000000000222e-01,1.333333333333333592e-01,2.198499917984008789e+00,3.940225020051002502e-02
3.166666666666666935e-02,9.000000000000000222e-01,1.666666666666666852e-01,2.246500015258789062e+00,6.076224893331527710e-02
3.166666666666666935e-02,9.000000000000000222e-01,2.000000000000000111e-01,2.296200037002563477e+00,8.773443847894668579e-02
3.166666666666666935e-02,9.000000000000000222e-01,2.333333333333333648e-01,2.344399929046630859e+00,1.186113581061363220e-01
3.166666666666666935e-02,9.000000000000000222e-01,2.666666666666667185e-01,2.392400026321411133e+00,1.539777666330337524e-01
3.166666666666666935e-02,9.000000000000000222e-01,3.000000000000000444e-01,2.440099954605102539e+00,1.936880052089691162e-01
3.166666666666666935e-02,9.000000000000000222e-01,3.333333333333333703e-01,2.487200021743774414e+00,2.373638451099395752e-01
3.166666666666666935e-02,9.000000000000000222e-01,3.666666666666666963e-01,2.533299922943115234e+00,2.844088971614837646e-01
3.166666666666666935e-02,9.000000000000000222e-01,4.000000000000000222e-01,2.579799890518188477e+00,3.361680507659912109e-01
4.222222222222222349e-02,2.000000000000000111e-01,1.000000000000000056e-01,1.647099971771240234e+00,1.245384067296981812e-01
4.222222222222222349e-02,2.000000000000000111e-01,1.333333333333333592e-01,1.697600007057189941e+00,9.144575893878936768e-02
4.222222222222222349e-02,2.000000000000000111e-01,1.666666666666666852e-01,1.746999979019165039e+00,6.400900334119796753e-02
4.222222222222222349e-02,2.000000000000000111e-01,2.000000000000000111e-01,1.797700047492980957e+00,4.092529043555259705e-02
4.222222222222222349e-02,2.000000000000000111e-01,2.333333333333333648e-01,1.848999977111816406e+00,2.280100062489509583e-02
4.222222222222222349e-02,2.000000000000000111e-01,2.666666666666667185e-01,1.900799989700317383e+00,9.840640239417552948e-03
4.222222222222222349e-02,2.000000000000000111e-01,3.000000000000000444e-01,1.952800035476684570e+00,2.227840013802051544e-03
4.222222222222222349e-02,2.000000000000000111e-01,3.333333333333333703e-01,2.005599975585937500e+00,3.135999941150657833e-05
4.222222222222222349e-02,2.000000000000000111e-01,3.666666666666666963e-01,2.058099985122680664e+00,3.375610103830695152e-03
4.222222222222222349e-02,2.000000000000000111e-01,4.000000000000000222e-01,2.111900091171264648e+00,1.252160966396331787e-02
4.222222222222222349e-02,2.777777777777777901e-01,1.000000000000000056e-01,1.667500019073486328e+00,1.105562523007392883e-01
4.222222222222222349e-02,2.777777777777777901e-01,1.333333333333333592e-01,1.716500043869018555e+00,8.037225157022476196e-02
4.222222222222222349e-02,2.777777777777777901e-01,1.666666666666666852e-01,1.767199993133544922e+00,5.419583991169929504e-02
4.222222222222222349e-02,2.777777777777777901e-01,2.000000000000000111e-01,1.817800045013427734e+00,3.319684043526649475e-02
4.222222222222222349e-02,2.777777777777777901e-01,2.333333333333333648e-01,1.869799971580505371e+00,1.695203967392444611e-02
4.222222222222222349e-02,2.777777777777777901e-01,2.666666666666667185e-01,1.921300053596496582e+00,6.193690001964569092e-03
4.222222222222222349e-02,2.777777777777777901e-01,3.000000000000000444e-01,1.974300026893615723e+00,6.604900117963552475e-04
4.222222222222222349e-02,2.777777777777777901e-01,3.333333333333333703e-01,2.026999950408935547e+00,7.290000212378799915e-04
4.222222222222222349e-02,2.777777777777777901e-01,3.666666666666666963e-01,2.080600023269653320e+00,6.496360059827566147e-03
4.222222222222222349e-02,2.777777777777777901e-01,4.000000000000000222e-01,2.134399890899658203e+00,1.806336082518100739e-02
4.222222222222222349e-02,3.555555555555555691e-01,1.000000000000000056e-01,1.692800045013427734e+00,9.437184035778045654e-02
4.222222222222222349e-02,3.555555555555555691e-01,1.333333333333333592e-01,1.742599964141845703e+00,6.625475734472274780e-02
4.222222222222222349e-02,3.555555555555555691e-01,1.666666666666666852e-01,1.792999982833862305e+00,4.284900054335594177e-02
4.222222222222222349e-02,3.555555555555555691e-01,2.000000000000000111e-01,1.843799948692321777e+00,2.439844049513339996e-02
4.222222222222222349e-02,3.555555555555555691e-01,2.333333333333333648e-01,1.895499944686889648e+00,1.092024985700845718e-02
4.222222222222222349e-02,3.555555555555555691e-01,2.666666666666667185e-01,1.947900056838989258e+00,2.714409958571195602e-03
4.222222222222222349e-02,3.555555555555555691e-01,3.000000000000000444e-01,2.000299930572509766e+00,9.000000034120603232e-08
4.222222222222222349e-02,3.555555555555555691e-01,3.333333333333333703e-01,2.053900003433227539e+00,2.905210014432668686e-03
4.222222222222222349e-02,3.555555555555555691e-01,3.666666666666666963e-01,2.107199907302856445e+00,1.149183977395296097e-02
4.222222222222222349e-02,3.555555555555555691e-01,4.000000000000000222e-01,2.161200046539306641e+00,2.598544023931026459e-02
4.222222222222222349e-02,4.333333333333333481e-01,1.000000000000000056e-01,1.725399971008300781e+00,7.540515810251235962e-02
4.222222222222222349e-02,4.333333333333333481e-01,1.333333333333333592e-01,1.775599956512451172e+00,5.035535991191864014e-02
4.222222222222222349e-02,4.333333333333333481e-01,1.666666666666666852e-01,1.825899958610534668e+00,3.031080961227416992e-02
4.222222222222222349e-02,4.333333333333333481e-01,2.000000000000000111e-01,1.877200007438659668e+00,1.507984008640050888e-02
4.222222222222222349e-02,4.333333333333333481e-01,2.333333333333333648e-01,1.929100036621093750e+00,5.026809871196746826e-03
4.222222222222222349e-02,4.333333333333333481e-01,2.666666666666667185e-01,1.981299996376037598e+00,3.496900026220828295e-04
4.222222222222222349e-02,4.333333333333333481e-01,3.000000000000000444e-01,2.033900022506713867e+00,1.149210031144320965e-03
4.222222222222222349e-02,4.333333333333333481e-01,3.333333333333333703e-01,2.086800098419189453e+00,7.534239906817674637e-03
4.222222222222222349e-02,4.333333333333333481e-01,3.666666666666666963e-01,2.140599966049194336e+00,1.976835913956165314e-02
4.222222222222222349e-02,4.333333333333333481e-01,4.000000000000000222e-01,2.194499969482421875e+00,3.783024847507476807e-02
4.222222222222222349e-02,5.111111111111110716e-01,1.000000000000000056e-01,1.766100049018859863e+00,5.470921099185943604e-02
4.222222222222222349e-02,5.111111111111110716e-01,1.333333333333333592e-01,1.815999984741210938e+00,3.385600075125694275e-02
4.222222222222222349e-02,5.111111111111110716e-01,1.666666666666666852e-01,1.868000030517578125e+00,1.742400042712688446e-02
4.222222222222222349e-02,5.111111111111110716e-01,2.000000000000000111e-01,1.919899940490722656e+00,6.416010204702615738e-03
4.222222222222222349e-02,5.111111111111110716e-01,2.333333333333333648e-01,1.971699953079223633e+00,8.008899749256670475e-04
4.222222222222222349e-02,5.111111111111110716e-01,2.666666666666667185e-01,2.023799896240234375e+00,5.664399941451847553e-04
4.222222222222222349e-02,5.111111111111110716e-01,3.000000000000000444e-01,2.076699972152709961e+00,5.882889963686466217e-03
4.222222222222222349e-02,5.111111111111110716e-01,3.333333333333333703e-01,2.129699945449829102e+00,1.682209037244319916e-02
4.222222222222222349e-02,5.111111111111110716e-01,3.666666666666666963e-01,2.183399915695190430e+00,3.363556042313575745e-02
4.222222222222222349e-02,5.111111111111110716e-01,4.000000000000000222e-01,2.237200021743774414e+00,5.626384168863296509e-02
4.222222222222222349e-02,5.888888888888889062e-01,1.000000000000000056e-01,1.819800019264221191e+00,3.247204050421714783e-02
4.222222222222222349e-02,5.888888888888889062e-01,1.333333333333333592e-01,1.871299982070922852e+00,1.656368933618068695e-02
4.222222222222222349e-02,5.888888888888889062e-01,1.666666666666666852e-01,1.922899961471557617e+00,5.944409873336553574e-03
4.222222222222222349e-02,5.888888888888889062e-01,2.000000000000000111e-01,1.974400043487548828e+00,6.553599960170686245e-04
4.222222222222222349e-02,5.888888888888889062e-01,2.333333333333333648e-01,2.026400089263916016e+00,6.969600217416882515e-04
4.222222222222222349e-02,5.888888888888889062e-01,2.666666666666667185e-01,2.079699993133544922e+00,6.352089811116456985e-03
4.222222222222222349e-02,5.888888888888889062e-01,3.000000000000000444e-01,2.132499933242797852e+00,1.755625009536743164e-02
4.222222222222222349e-02,5.888888888888889062e-01,3.333333333333333703e-01,2.185400009155273438e+00,3.437316045165061951e-02
4.222222222222222349e-02,5.888888888888889062e-01,3.666666666666666963e-01,2.239000082015991211e+00,5.712100118398666382e-02
4.222222222222222349e-02,5.888888888888889062e-01,4.000000000000000222e-01,2.292399883270263672e+00,8.549775928258895874e-02
4.222222222222222349e-02,6.666666666666667407e-01,1.000000000000000056e-01,1.891000032424926758e+00,1.188100036233663559e-02
4.222222222222222349e-02,6.666666666666667407e-01,1.333333333333333592e-01,1.943799972534179688e+00,3.158440114930272102e-03
