# m,p,t,C_l
9.500000000000000111e-02,3.857142857142857872e-01,3.164285714285714479e-01,-9.283543378114700317e-02
9.500000000000000111e-02,3.857142857142857872e-01,2.885714285714285898e-01,7.870353460311889648e-01
9.500000000000000111e-02,3.857142857142857872e-01,2.607142857142857317e-01,6.944389343261718750e-01
9.500000000000000111e-02,3.857142857142857872e-01,2.328571428571428736e-01,5.626009702682495117e-01
9.500000000000000111e-02,3.857142857142857872e-01,2.050000000000000155e-01,5.826573371887207031e-01
9.500000000000000111e-02,3.857142857142857872e-01,1.771428571428571574e-01,1.159988164901733398e+00
9.500000000000000111e-02,3.857142857142857872e-01,1.492857142857142994e-01,4.088740050792694092e-01
9.500000000000000111e-02,3.857142857142857872e-01,1.214285714285714274e-01,1.489171534776687622e-01
9.500000000000000111e-02,3.857142857142857872e-01,9.357142857142856929e-02,2.301543205976486206e-01
9.500000000000000111e-02,3.857142857142857872e-01,6.571428571428571119e-02,8.143317699432373047e-02
9.500000000000000111e-02,3.857142857142857872e-01,3.785714285714286004e-02,4.482974112033843994e-02
9.500000000000000111e-02,3.857142857142857872e-01,1.000000000000000021e-02,8.332717232406139374e-03
9.500000000000000111e-02,3.214285714285714524e-01,4.000000000000000222e-01,8.227572441101074219e+00
9.500000000000000111e-02,3.214285714285714524e-01,3.721428571428571641e-01,-7.689721137285232544e-02
9.500000000000000111e-02,3.214285714285714524e-01,3.442857142857143060e-01,-4.259033128619194031e-02
9.500000000000000111e-02,3.214285714285714524e-01,3.164285714285714479e-01,-3.360206186771392822e-01
9.500000000000000111e-02,3.214285714285714524e-01,2.885714285714285898e-01,8.178004026412963867e-01
9.500000000000000111e-02,3.214285714285714524e-01,2.607142857142857317e-01,5.914335846900939941e-01
9.500000000000000111e-02,3.214285714285714524e-01,2.328571428571428736e-01,4.583008587360382080e-01
9.500000000000000111e-02,3.214285714285714524e-01,2.050000000000000155e-01,3.907610774040222168e-01
9.500000000000000111e-02,3.214285714285714524e-01,1.771428571428571574e-01,3.800004422664642334e-01
9.500000000000000111e-02,3.214285714285714524e-01,1.492857142857142994e-01,3.021553456783294678e-01
9.500000000000000111e-02,3.214285714285714524e-01,1.214285714285714274e-01,1.577465236186981201e-01
9.500000000000000111e-02,3.214285714285714524e-01,9.357142857142856929e-02,1.989476680755615234e-01
9.500000000000000111e-02,3.214285714285714524e-01,6.571428571428571119e-02,8.038234710693359375e-02
9.500000000000000111e-02,3.214285714285714524e-01,3.785714285714286004e-02,4.525044932961463928e-02
9.500000000000000111e-02,3.214285714285714524e-01,1.000000000000000021e-02,1.245025079697370529e-02
9.500000000000000111e-02,2.571428571428571730e-01,4.000000000000000222e-01,-1.045056283473968506e-01
9.500000000000000111e-02,2.571428571428571730e-01,3.721428571428571641e-01,-3.832373395562171936e-02
9.500000000000000111e-02,2.571428571428571730e-01,3.442857142857143060e-01,-3.771234452724456787e-01
9.500000000000000111e-02,2.571428571428571730e-01,3.164285714285714479e-01,1.034216523170471191e+00
9.500000000000000111e-02,2.571428571428571730e-01,2.885714285714285898e-01,7.265751361846923828e-01
9.500000000000000111e-02,2.571428571428571730e-01,2.607142857142857317e-01,-1.354803442955017090e-01
9.500000000000000111e-02,2.571428571428571730e-01,2.328571428571428736e-01,-2.095707803964614868e-01
9.500000000000000111e-02,2.571428571428571730e-01,2.050000000000000155e-01,3.184154033660888672e-01
9.500000000000000111e-02,2.571428571428571730e-01,1.771428571428571574e-01,2.686360478401184082e-01
9.500000000000000111e-02,2.571428571428571730e-01,1.492857142857142994e-01,2.186522930860519409e-01
9.500000000000000111e-02,2.571428571428571730e-01,1.214285714285714274e-01,1.541419625282287598e-01
9.500000000000000111e-02,2.571428571428571730e-01,9.357142857142856929e-02,1.659092605113983154e-01
9.500000000000000111e-02,2.571428571428571730e-01,6.571428571428571119e-02,8.255317062139511108e-02
9.500000000000000111e-02,2.571428571428571730e-01,3.785714285714286004e-02,4.535655677318572998e-02
9.500000000000000111e-02,2.571428571428571730e-01,1.000000000000000021e-02,1.499919220805168152e-02
9.500000000000000111e-02,1.928571428571428936e-01,4.000000000000000222e-01,-4.408458173274993896e-01
9.500000000000000111e-02,1.928571428571428936e-01,3.721428571428571641e-01,-1.607595570385456085e-02
9.500000000000000111e-02,1.928571428571428936e-01,3.442857142857143060e-01,1.341345071792602539e+00
9.500000000000000111e-02,1.928571428571428936e-01,3.164285714285714479e-01,-9.866186976432800293e-02
9.500000000000000111e-02,1.928571428571428936e-01,2.885714285714285898e-01,-5.394355952739715576e-02
9.500000000000000111e-02,1.928571428571428936e-01,2.607142857142857317e-01,-6.001311913132667542e-02
9.500000000000000111e-02,1.928571428571428936e-01,2.328571428571428736e-01,-1.301692575216293335e-01
9.500000000000000111e-02,1.928571428571428936e-01,2.050000000000000155e-01,-2.668696939945220947e-01
9.500000000000000111e-02,1.928571428571428936e-01,1.771428571428571574e-01,-1.034131884574890137e+00
9.500000000000000111e-02,1.928571428571428936e-01,1.492857142857142994e-01,1.710884273052215576e-01
9.500000000000000111e-02,1.928571428571428936e-01,1.214285714285714274e-01,1.293594837188720703e-01
9.500000000000000111e-02,1.928571428571428936e-01,9.357142857142856929e-02,1.179847195744514465e-01
9.500000000000000111e-02,1.928571428571428936e-01,6.571428571428571119e-02,8.111109584569931030e-02
9.500000000000000111e-02,1.928571428571428936e-01,3.785714285714286004e-02,4.527712613344192505e-02
9.500000000000000111e-02,1.928571428571428936e-01,1.000000000000000021e-02,1.396037172526121140e-02
9.500000000000000111e-02,1.285714285714285865e-01,4.000000000000000222e-01,3.956792056560516357e-01
9.500000000000000111e-02,1.285714285714285865e-01,3.721428571428571641e-01,1.571602463722229004e+00
9.500000000000000111e-02,1.285714285714285865e-01,3.442857142857143060e-01,-1.197819877415895462e-02
9.500000000000000111e-02,1.285714285714285865e-01,3.164285714285714479e-01,8.634841442108154297e-01
9.500000000000000111e-02,1.285714285714285865e-01,2.885714285714285898e-01,-3.550594672560691833e-02
9.500000000000000111e-02,1.285714285714285865e-01,2.607142857142857317e-01,-1.145641971379518509e-02
9.500000000000000111e-02,1.285714285714285865e-01,2.328571428571428736e-01,-4.086916446685791016e-01
9.500000000000000111e-02,1.285714285714285865e-01,2.050000000000000155e-01,3.729344904422760010e-01
9.500000000000000111e-02,1.285714285714285865e-01,1.771428571428571574e-01,2.716440916061401367e+00
9.500000000000000111e-02,1.285714285714285865e-01,1.492857142857142994e-01,1.376545578241348267e-01
9.500000000000000111e-02,1.285714285714285865e-01,1.214285714285714274e-01,1.028076857328414917e-01
9.500000000000000111e-02,1.285714285714285865e-01,9.357142857142856929e-02,7.939114421606063843e-02
9.500000000000000111e-02,1.285714285714285865e-01,6.571428571428571119e-02,6.424915790557861328e-02
9.500000000000000111e-02,1.285714285714285865e-01,3.785714285714286004e-02,4.529945179820060730e-02
9.500000000000000111e-02,1.285714285714285865e-01,1.000000000000000021e-02,1.521162502467632294e-02
9.500000000000000111e-02,6.428571428571429325e-02,4.000000000000000222e-01,2.858890593051910400e-01
9.500000000000000111e-02,6.428571428571429325e-02,3.721428571428571641e-01,7.284193634986877441e-01
9.500000000000000111e-02,6.428571428571429325e-02,3.442857142857143060e-01,1.931062042713165283e-01
9.500000000000000111e-02,6.428571428571429325e-02,3.164285714285714479e-01,1.118486747145652771e-01
9.500000000000000111e-02,6.428571428571429325e-02,2.885714285714285898e-01,1.901251822710037231e-01
9.500000000000000111e-02,6.428571428571429325e-02,2.607142857142857317e-01,-2.471477538347244263e-02
9.500000000000000111e-02,6.428571428571429325e-02,2.328571428571428736e-01,1.472653597593307495e-01
9.500000000000000111e-02,6.428571428571429325e-02,2.050000000000000155e-01,2.447033971548080444e-01
9.500000000000000111e-02,6.428571428571429325e-02,1.771428571428571574e-01,4.508512914180755615e-01
9.500000000000000111e-02,6.428571428571429325e-02,1.492857142857142994e-01,1.136395037174224854e-01
9.500000000000000111e-02,6.428571428571429325e-02,1.214285714285714274e-01,8.234355598688125610e-02
9.500000000000000111e-02,6.428571428571429325e-02,9.357142857142856929e-02,6.462731957435607910e-02
9.500000000000000111e-02,6.428571428571429325e-02,6.571428571428571119e-02,5.305127054452896118e-02
9.500000000000000111e-02,6.428571428571429325e-02,3.785714285714286004e-02,4.939645156264305115e-02
9.500000000000000111e-02,6.428571428571429325e-02,1.000000000000000021e-02,1.349594909697771072e-02
9.500000000000000111e-02,0.000000000000000000e+00,4.000000000000000222e-01,-2.536320984363555908e-01
9.500000000000000111e-02,0.000000000000000000e+00,3.721428571428571641e-01,-6.662585139274597168e-01
9.500000000000000111e-02,0.000000000000000000e+00,3.442857142857143060e-01,1.144971013069152832e+00
9.500000000000000111e-02,0.000000000000000000e+00,3.164285714285714479e-01,3.440257012844085693e-01
9.500000000000000111e-02,0.000000000000000000e+00,2.885714285714285898e-01,2.285746186971664429e-01
9.500000000000000111e-02,0.000000000000000000e+00,2.607142857142857317e-01,1.937272846698760986e-01
9.500000000000000111e-02,0.000000000000000000e+00,2.328571428571428736e-01,1.859347522258758545e-01
9.500000000000000111e-02,0.000000000000000000e+00,2.050000000000000155e-01,1.863988190889358521e-01
9.500000000000000111e-02,0.000000000000000000e+00,1.771428571428571574e-01,1.717413514852523804e-01
9.500000000000000111e-02,0.000000000000000000e+00,1.492857142857142994e-01,1.302693635225296021e-01
9.500000000000000111e-02,0.000000000000000000e+00,1.214285714285714274e-01,9.317762404680252075e-02
9.500000000000000111e-02,0.000000000000000000e+00,9.357142857142856929e-02,8.674193173646926880e-02
9.500000000000000111e-02,0.000000000000000000e+00,6.571428571428571119e-02,6.402805447578430176e-02
9.500000000000000111e-02,0.000000000000000000e+00,3.785714285714286004e-02,4.008823260664939880e-02
9.500000000000000111e-02,0.000000000000000000e+00,1.000000000000000021e-02,9.236341342329978943e-03
8.821428571428571730e-02,9.000000000000000222e-01,4.000000000000000222e-01,-8.934254944324493408e-02
8.821428571428571730e-02,9.000000000000000222e-01,3.721428571428571641e-01,-7.164638489484786987e-02
8.821428571428571730e-02,9.000000000000000222e-01,3.442857142857143060e-01,-4.914517328143119812e-02
8.821428571428571730e-02,9.000000000000000222e-01,3.164285714285714479e-01,-1.667334232479333878e-03
8.821428571428571730e-02,9.000000000000000222e-01,2.885714285714285898e-01,4.513981565833091736e-02
8.821428571428571730e-02,9.000000000000000222e-01,2.607142857142857317e-01,6.336898356676101685e-02
8.821428571428571730e-02,9.000000000000000222e-01,2.328571428571428736e-01,5.941662192344665527e-02
8.821428571428571730e-02,9.000000000000000222e-01,2.050000000000000155e-01,-9.829439163208007812e+00
8.821428571428571730e-02,9.000000000000000222e-01,1.771428571428571574e-01,7.199555206298828125e+01
8.821428571428571730e-02,9.000000000000000222e-01,1.492857142857142994e-01,5.826111137866973877e-02
8.821428571428571730e-02,9.000000000000000222e-01,1.214285714285714274e-01,2.764084041118621826e-01
8.821428571428571730e-02,9.000000000000000222e-01,9.357142857142856929e-02,5.411125719547271729e-02
8.821428571428571730e-02,9.000000000000000222e-01,6.571428571428571119e-02,3.941548243165016174e-02
8.821428571428571730e-02,9.000000000000000222e-01,3.785714285714286004e-02,3.057538531720638275e-02
8.821428571428571730e-02,9.000000000000000222e-01,1.000000000000000021e-02,-8.991884998977184296e-03
8.821428571428571730e-02,8.357142857142858539e-01,4.000000000000000222e-01,-1.558523029088973999e-01
8.821428571428571730e-02,8.357142857142858539e-01,3.721428571428571641e-01,-1.624733358621597290e-01
8.821428571428571730e-02,8.357142857142858539e-01,3.442857142857143060e-01,-1.398599892854690552e-01
8.821428571428571730e-02,8.357142857142858539e-01,3.164285714285714479e-01,-6.709774583578109741e-02
8.821428571428571730e-02,8.357142857142858539e-01,2.885714285714285898e-01,9.598383679986000061e-03
8.821428571428571730e-02,8.357142857142858539e-01,2.607142857142857317e-01,4.925342276692390442e-02
8.821428571428571730e-02,8.357142857142858539e-01,2.328571428571428736e-01,5.929185077548027039e-02
8.821428571428571730e-02,8.357142857142858539e-01,2.050000000000000155e-01,2.994965016841888428e-02
8.821428571428571730e-02,8.357142857142858539e-01,1.771428571428571574e-01,1.466083824634552002e-01
8.821428571428571730e-02,8.357142857142858539e-01,1.492857142857142994e-01,4.479463025927543640e-02
8.821428571428571730e-02,8.357142857142858539e-01,1.214285714285714274e-01,3.239452466368675232e-02
8.821428571428571730e-02,8.357142857142858539e-01,9.357142857142856929e-02,7.092963904142379761e-02
8.821428571428571730e-02,8.357142857142858539e-01,6.571428571428571119e-02,3.736869618296623230e-02
8.821428571428571730e-02,8.357142857142858539e-01,3.785714285714286004e-02,2.313365787267684937e-02
8.821428571428571730e-02,8.357142857142858539e-01,1.000000000000000021e-02,-8.903056383132934570e-03
8.821428571428571730e-02,7.714285714285715745e-01,4.000000000000000222e-01,-2.978834211826324463e-01
8.821428571428571730e-02,7.714285714285715745e-01,3.721428571428571641e-01,-3.151768743991851807e-01
8.821428571428571730e-02,7.714285714285715745e-01,3.442857142857143060e-01,-2.991774082183837891e-01
8.821428571428571730e-02,7.714285714285715745e-01,3.164285714285714479e-01,-2.150788754224777222e-01
8.821428571428571730e-02,7.714285714285715745e-01,2.885714285714285898e-01,-8.003157377243041992e-02
8.821428571428571730e-02,7.714285714285715745e-01,2.607142857142857317e-01,8.422737941145896912e-03
8.821428571428571730e-02,7.714285714285715745e-01,2.328571428571428736e-01,4.324410483241081238e-02
8.821428571428571730e-02,7.714285714285715745e-01,2.050000000000000155e-01,4.181554168462753296e-02
8.821428571428571730e-02,7.714285714285715745e-01,1.771428571428571574e-01,1.718492805957794189e-01
8.821428571428571730e-02,7.714285714285715745e-01,1.492857142857142994e-01,5.065888166427612305e-01
8.821428571428571730e-02,7.714285714285715745e-01,1.214285714285714274e-01,4.594615846872329712e-02
8.821428571428571730e-02,7.714285714285715745e-01,9.357142857142856929e-02,6.551714241504669189e-02
8.821428571428571730e-02,7.714285714285715745e-01,6.571428571428571119e-02,5.376457422971725464e-02
8.821428571428571730e-02,7.714285714285715745e-01,3.785714285714286004e-02,3.092440217733383179e-02
8.821428571428571730e-02,7.714285714285715745e-01,1.000000000000000021e-02,-7.930309511721134186e-03
8.821428571428571730e-02,7.071428571428571841e-01,4.000000000000000222e-01,-5.009828805923461914e-01
8.821428571428571730e-02,7.071428571428571841e-01,3.721428571428571641e-01,-5.313433408737182617e-01
8.821428571428571730e-02,7.071428571428571841e-01,3.442857142857143060e-01,-5.881348848342895508e-01
8.821428571428571730e-02,7.071428571428571841e-01,3.164285714285714479e-01,-5.348787307739257812e-01
8.821428571428571730e-02,7.071428571428571841e-01,2.885714285714285898e-01,-3.050542175769805908e-01
8.821428571428571730e-02,7.071428571428571841e-01,2.607142857142857317e-01,-9.146798402070999146e-02
8.821428571428571730e-02,7.071428571428571841e-01,2.328571428571428736e-01,3.159856889396905899e-03
8.821428571428571730e-02,7.071428571428571841e-01,2.050000000000000155e-01,2.945123240351676941e-02
8.821428571428571730e-02,7.071428571428571841e-01,1.771428571428571574e-01,-2.128274291753768921e-01
8.821428571428571730e-02,7.071428571428571841e-01,1.492857142857142994e-01,1.162328869104385376e-01
8.821428571428571730e-02,7.071428571428571841e-01,1.214285714285714274e-01,2.715657651424407959e-02
8.821428571428571730e-02,7.071428571428571841e-01,9.357142857142856929e-02,6.700965017080307007e-02
8.821428571428571730e-02,7.071428571428571841e-01,6.571428571428571119e-02,7.625307887792587280e-02
8.821428571428571730e-02,7.071428571428571841e-01,3.785714285714286004e-02,8.588975295424461365e-03
8.821428571428571730e-02,7.071428571428571841e-01,1.000000000000000021e-02,-9.070993401110172272e-03
8.821428571428571730e-02,6.428571428571429047e-01,4.000000000000000222e-01,-4.155128821730613708e-02
8.821428571428571730e-02,6.428571428571429047e-01,3.721428571428571641e-01,-8.585301041603088379e-01
8.821428571428571730e-02,6.428571428571429047e-01,3.442857142857143060e-01,-1.043445944786071777e+00
